ID,S1C1.S1C1,S1C1.Sonorant,S1C1.Consonantal,S1C1.Voice,S1C1.Nasal,S1C1.Degree,S1C1.Labial,S1C1.Palatal,S1C1.Pharyngeal,S1C1.Round,S1C1.Tongue,S1C1.Radical,S1C1.Anterior,S1C1.Long,S1C2.S1C2,S1C2.Sonorant,S1C2.Consonantal,S1C2.Voice,S1C2.Nasal,S1C2.Degree,S1C2.Labial,S1C2.Palatal,S1C2.Pharyngeal,S1C2.Round,S1C2.Tongue,S1C2.Radical,S1C2.Anterior,S1C2.Long,S1C3.S1C3,S1C3.Sonorant,S1C3.Consonantal,S1C3.Voice,S1C3.Nasal,S1C3.Degree,S1C3.Labial,S1C3.Palatal,S1C3.Pharyngeal,S1C3.Round,S1C3.Tongue,S1C3.Radical,S1C3.Anterior,S1C3.Long,S1C4.S1C4,S1C4.Sonorant,S1C4.Consonantal,S1C4.Voice,S1C4.Nasal,S1C4.Degree,S1C4.Labial,S1C4.Palatal,S1C4.Pharyngeal,S1C4.Round,S1C4.Tongue,S1C4.Radical,S1C4.Anterior,S1C4.Long,S2C1.S2C1,S2C1.Sonorant,S2C1.Consonantal,S2C1.Voice,S2C1.Nasal,S2C1.Degree,S2C1.Labial,S2C1.Palatal,S2C1.Pharyngeal,S2C1.Round,S2C1.Tongue,S2C1.Radical,S2C1.Anterior,S2C1.Long,S2C2.S2C2,S2C2.Sonorant,S2C2.Consonantal,S2C2.Voice,S2C2.Nasal,S2C2.Degree,S2C2.Labial,S2C2.Palatal,S2C2.Pharyngeal,S2C2.Round,S2C2.Tongue,S2C2.Radical,S2C2.Anterior,S2C2.Long,S2C3.S2C3,S2C3.Sonorant,S2C3.Consonantal,S2C3.Voice,S2C3.Nasal,S2C3.Degree,S2C3.Labial,S2C3.Palatal,S2C3.Pharyngeal,S2C3.Round,S2C3.Tongue,S2C3.Radical,S2C3.Anterior,S2C3.Long,S2C4.S2C4,S2C4.Sonorant,S2C4.Consonantal,S2C4.Voice,S2C4.Nasal,S2C4.Degree,S2C4.Labial,S2C4.Palatal,S2C4.Pharyngeal,S2C4.Round,S2C4.Tongue,S2C4.Radical,S2C4.Anterior,S2C4.Long,S3C1.S3C1,S3C1.Sonorant,S3C1.Consonantal,S3C1.Voice,S3C1.Nasal,S3C1.Degree,S3C1.Labial,S3C1.Palatal,S3C1.Pharyngeal,S3C1.Round,S3C1.Tongue,S3C1.Radical,S3C1.Anterior,S3C1.Long,S3C2.S3C2,S3C2.Sonorant,S3C2.Consonantal,S3C2.Voice,S3C2.Nasal,S3C2.Degree,S3C2.Labial,S3C2.Palatal,S3C2.Pharyngeal,S3C2.Round,S3C2.Tongue,S3C2.Radical,S3C2.Anterior,S3C2.Long,S3C3.S3C3,S3C3.Sonorant,S3C3.Consonantal,S3C3.Voice,S3C3.Nasal,S3C3.Degree,S3C3.Labial,S3C3.Palatal,S3C3.Pharyngeal,S3C3.Round,S3C3.Tongue,S3C3.Radical,S3C3.Anterior,S3C3.Long,S3C4.S3C4,S3C4.Sonorant,S3C4.Consonantal,S3C4.Voice,S3C4.Nasal,S3C4.Degree,S3C4.Labial,S3C4.Palatal,S3C4.Pharyngeal,S3C4.Round,S3C4.Tongue,S3C4.Radical,S3C4.Anterior,S3C4.Long,S4C1.S4C1,S4C1.Sonorant,S4C1.Consonantal,S4C1.Voice,S4C1.Nasal,S4C1.Degree,S4C1.Labial,S4C1.Palatal,S4C1.Pharyngeal,S4C1.Round,S4C1.Tongue,S4C1.Radical,S4C1.Anterior,S4C1.Long,S4C2.S4C2,S4C2.Sonorant,S4C2.Consonantal,S4C2.Voice,S4C2.Nasal,S4C2.Degree,S4C2.Labial,S4C2.Palatal,S4C2.Pharyngeal,S4C2.Round,S4C2.Tongue,S4C2.Radical,S4C2.Anterior,S4C2.Long,S4C3.S4C3,S4C3.Sonorant,S4C3.Consonantal,S4C3.Voice,S4C3.Nasal,S4C3.Degree,S4C3.Labial,S4C3.Palatal,S4C3.Pharyngeal,S4C3.Round,S4C3.Tongue,S4C3.Radical,S4C3.Anterior,S4C3.Long,S4C4.S4C4,S4C4.Sonorant,S4C4.Consonantal,S4C4.Voice,S4C4.Nasal,S4C4.Degree,S4C4.Labial,S4C4.Palatal,S4C4.Pharyngeal,S4C4.Round,S4C4.Tongue,S4C4.Radical,S4C4.Anterior,S4C4.Long,S5C1.S5C1,S5C1.Sonorant,S5C1.Consonantal,S5C1.Voice,S5C1.Nasal,S5C1.Degree,S5C1.Labial,S5C1.Palatal,S5C1.Pharyngeal,S5C1.Round,S5C1.Tongue,S5C1.Radical,S5C1.Anterior,S5C1.Long,S5C2.S5C2,S5C2.Sonorant,S5C2.Consonantal,S5C2.Voice,S5C2.Nasal,S5C2.Degree,S5C2.Labial,S5C2.Palatal,S5C2.Pharyngeal,S5C2.Round,S5C2.Tongue,S5C2.Radical,S5C2.Anterior,S5C2.Long,S5C3.S5C3,S5C3.Sonorant,S5C3.Consonantal,S5C3.Voice,S5C3.Nasal,S5C3.Degree,S5C3.Labial,S5C3.Palatal,S5C3.Pharyngeal,S5C3.Round,S5C3.Tongue,S5C3.Radical,S5C3.Anterior,S5C3.Long,S5C4.S5C4,S5C4.Sonorant,S5C4.Consonantal,S5C4.Voice,S5C4.Nasal,S5C4.Degree,S5C4.Labial,S5C4.Palatal,S5C4.Pharyngeal,S5C4.Round,S5C4.Tongue,S5C4.Radical,S5C4.Anterior,S5C4.Long,SFC1.SFC1,SFC1.Sonorant,SFC1.Consonantal,SFC1.Voice,SFC1.Nasal,SFC1.Degree,SFC1.Labial,SFC1.Palatal,SFC1.Pharyngeal,SFC1.Round,SFC1.Tongue,SFC1.Radical,SFC1.Anterior,SFC1.Long,SFC2.SFC2,SFC2.Sonorant,SFC2.Consonantal,SFC2.Voice,SFC2.Nasal,SFC2.Degree,SFC2.Labial,SFC2.Palatal,SFC2.Pharyngeal,SFC2.Round,SFC2.Tongue,SFC2.Radical,SFC2.Anterior,SFC2.Long,SFC3.SFC3,SFC3.Sonorant,SFC3.Consonantal,SFC3.Voice,SFC3.Nasal,SFC3.Degree,SFC3.Labial,SFC3.Palatal,SFC3.Pharyngeal,SFC3.Round,SFC3.Tongue,SFC3.Radical,SFC3.Anterior,SFC3.Long,SFC4.SFC4,SFC4.Sonorant,SFC4.Consonantal,SFC4.Voice,SFC4.Nasal,SFC4.Degree,SFC4.Labial,SFC4.Palatal,SFC4.Pharyngeal,SFC4.Round,SFC4.Tongue,SFC4.Radical,SFC4.Anterior,SFC4.Long,S1CF1.S1CF1,S1CF1.Sonorant,S1CF1.Consonantal,S1CF1.Voice,S1CF1.Nasal,S1CF1.Degree,S1CF1.Labial,S1CF1.Palatal,S1CF1.Pharyngeal,S1CF1.Round,S1CF1.Tongue,S1CF1.Radical,S1CF1.Anterior,S1CF1.Long,S1CF2.S1CF2,S1CF2.Sonorant,S1CF2.Consonantal,S1CF2.Voice,S1CF2.Nasal,S1CF2.Degree,S1CF2.Labial,S1CF2.Palatal,S1CF2.Pharyngeal,S1CF2.Round,S1CF2.Tongue,S1CF2.Radical,S1CF2.Anterior,S1CF2.Long,S1CF3.S1CF3,S1CF3.Sonorant,S1CF3.Consonantal,S1CF3.Voice,S1CF3.Nasal,S1CF3.Degree,S1CF3.Labial,S1CF3.Palatal,S1CF3.Pharyngeal,S1CF3.Round,S1CF3.Tongue,S1CF3.Radical,S1CF3.Anterior,S1CF3.Long,S2CF1.S2CF1,S2CF1.Sonorant,S2CF1.Consonantal,S2CF1.Voice,S2CF1.Nasal,S2CF1.Degree,S2CF1.Labial,S2CF1.Palatal,S2CF1.Pharyngeal,S2CF1.Round,S2CF1.Tongue,S2CF1.Radical,S2CF1.Anterior,S2CF1.Long,S2CF2.S2CF2,S2CF2.Sonorant,S2CF2.Consonantal,S2CF2.Voice,S2CF2.Nasal,S2CF2.Degree,S2CF2.Labial,S2CF2.Palatal,S2CF2.Pharyngeal,S2CF2.Round,S2CF2.Tongue,S2CF2.Radical,S2CF2.Anterior,S2CF2.Long,S2CF3.S2CF3,S2CF3.Sonorant,S2CF3.Consonantal,S2CF3.Voice,S2CF3.Nasal,S2CF3.Degree,S2CF3.Labial,S2CF3.Palatal,S2CF3.Pharyngeal,S2CF3.Round,S2CF3.Tongue,S2CF3.Radical,S2CF3.Anterior,S2CF3.Long,S3CF1.S3CF1,S3CF1.Sonorant,S3CF1.Consonantal,S3CF1.Voice,S3CF1.Nasal,S3CF1.Degree,S3CF1.Labial,S3CF1.Palatal,S3CF1.Pharyngeal,S3CF1.Round,S3CF1.Tongue,S3CF1.Radical,S3CF1.Anterior,S3CF1.Long,S3CF2.S3CF2,S3CF2.Sonorant,S3CF2.Consonantal,S3CF2.Voice,S3CF2.Nasal,S3CF2.Degree,S3CF2.Labial,S3CF2.Palatal,S3CF2.Pharyngeal,S3CF2.Round,S3CF2.Tongue,S3CF2.Radical,S3CF2.Anterior,S3CF2.Long,S3CF3.S3CF3,S3CF3.Sonorant,S3CF3.Consonantal,S3CF3.Voice,S3CF3.Nasal,S3CF3.Degree,S3CF3.Labial,S3CF3.Palatal,S3CF3.Pharyngeal,S3CF3.Round,S3CF3.Tongue,S3CF3.Radical,S3CF3.Anterior,S3CF3.Long,Subject,Age,Gloss,IPAtarget,IPAactual,nsyl_target,nsyl_actual,TargetCV,ActualCV,data_type
1,b,-1,1,0,-1,1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adeline,25,bain,bɛ,da,1,1,CV,CV,target
2,b,-1,1,0,-1,1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adeline,25,bain,bɛ,adla,1,2,CV,VCCV,target
3,b,-1,1,0,-1,1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m,0,0,1,1,1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adeline,25,boum,bum,bu,1,1,CVC,CV,target
4,b,-1,1,0,-1,1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m,0,0,1,1,1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adeline,25,boum,bum,ɔpu,1,2,CVC,VCV,target
5,b,-1,1,0,-1,1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m,0,0,1,1,1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adeline,25,boum,bum,a bu,1,2,CVC,VVCV,target
6,b,-1,1,0,-1,1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m,0,0,1,1,1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adeline,25,boum,bum,apu,1,2,CVC,VCV,target
7,b,-1,1,0,-1,1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m,0,0,1,1,1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adeline,25,boum,bum,pu,1,1,CVC,CV,target
8,b,-1,1,0,-1,1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m,0,0,1,1,1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adeline,25,boum,bum,bubu,1,2,CVC,CVCV,target
9,b,-1,1,0,-1,1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m,0,0,1,1,1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adeline,25,boum,bum,pu,1,1,CVC,CV,target
