Speaker_ID,Speaker,ID,path_length,mean_k,clust_coef_global,Language,data_type
Mira_1,Mira,1,0.28559139209090345,7.1,0.5120772946859904,Finnish,iter
Mira_10,Mira,10,0.3101865069978388,6.9,0.539651837524178,Finnish,iter
Mira_100,Mira,100,0.3005719882912552,5.2,0.43902439024390244,Finnish,iter
Mira_11,Mira,11,0.3110818591960943,7.1,0.5771230502599654,Finnish,iter
Mira_12,Mira,12,0.2919858369153112,6.8,0.5137795275590551,Finnish,iter
Mira_13,Mira,13,0.2934298707022569,7.7,0.6018808777429467,Finnish,iter
Mira_14,Mira,14,0.31225401624758864,6.4,0.5305263157894737,Finnish,iter
Mira_15,Mira,15,0.31882017953317543,6.4,0.5214592274678111,Finnish,iter
Mira_16,Mira,16,0.34292272729645923,5.3,0.4429530201342282,Finnish,iter
Mira_17,Mira,17,0.31190548593599354,6.3,0.5048076923076923,Finnish,iter
Mira_18,Mira,18,0.3216006044822875,5.6,0.5079365079365079,Finnish,iter
Mira_19,Mira,19,0.27326032612947315,7.9,0.5284090909090909,Finnish,iter
Mira_2,Mira,2,0.32077283179969945,6.2,0.48081264108352145,Finnish,iter
Mira_20,Mira,20,0.25443842875978323,7.2,0.6252100840336134,Finnish,iter
Mira_21,Mira,21,0.27600780844199696,7.4,0.5,Finnish,iter
Mira_22,Mira,22,0.31554057799137303,6.4,0.5217391304347826,Finnish,iter
Mira_23,Mira,23,0.2660179676058032,8.6,0.5847133757961783,Finnish,iter
Mira_24,Mira,24,0.2815637954602332,7.9,0.5501432664756447,Finnish,iter
Mira_25,Mira,25,0.367833191531666,4.9,0.5227272727272727,Finnish,iter
Mira_26,Mira,26,0.30599662600638106,6.5,0.5949895615866388,Finnish,iter
Mira_27,Mira,27,0.3255159762654801,5.8,0.4682926829268293,Finnish,iter
Mira_28,Mira,28,0.3146635950340453,7.2,0.5791304347826087,Finnish,iter
Mira_29,Mira,29,0.3255061244796706,6.3,0.5436681222707423,Finnish,iter
Mira_3,Mira,3,0.3327695680575658,6.3,0.5161290322580645,Finnish,iter
Mira_30,Mira,30,0.30748523489226065,6.6,0.5108910891089109,Finnish,iter
Mira_31,Mira,31,0.321052005499549,6.3,0.54,Finnish,iter
Mira_32,Mira,32,0.2941686853690288,7.4,0.5188679245283019,Finnish,iter
Mira_33,Mira,33,0.3130945162398274,6.2,0.4656319290465632,Finnish,iter
Mira_34,Mira,34,0.33069493883859147,6.5,0.536779324055666,Finnish,iter
Mira_35,Mira,35,0.2872812643849211,7.2,0.544973544973545,Finnish,iter
Mira_36,Mira,36,0.31773988157956484,4.5,0.43037974683544306,Finnish,iter
Mira_37,Mira,37,0.3480446882532976,5.7,0.4690265486725664,Finnish,iter
Mira_38,Mira,38,0.34998570679062185,5.3,0.5205882352941177,Finnish,iter
Mira_39,Mira,39,0.32949630060062035,5.7,0.46578947368421053,Finnish,iter
Mira_4,Mira,4,0.32575253531664616,5.4,0.518918918918919,Finnish,iter
Mira_40,Mira,40,0.2911626532891754,5.3,0.45,Finnish,iter
Mira_41,Mira,41,0.27962090675589124,5.5,0.5161290322580645,Finnish,iter
Mira_42,Mira,42,0.3841186031136763,3.7,0.4966887417218543,Finnish,iter
Mira_43,Mira,43,0.28350662475095517,7,0.5107438016528926,Finnish,iter
Mira_44,Mira,44,0.3190709139838134,5.5,0.5284552845528455,Finnish,iter
Mira_45,Mira,45,0.3310226452822703,5.4,0.41292134831460675,Finnish,iter
Mira_46,Mira,46,0.3127795796434674,6.9,0.5529411764705883,Finnish,iter
Mira_47,Mira,47,0.35415261724506936,5.8,0.5140664961636828,Finnish,iter
Mira_48,Mira,48,0.3446920268733635,5.1,0.42295081967213116,Finnish,iter
Mira_49,Mira,49,0.34726190944682733,5,0.46153846153846156,Finnish,iter
Mira_5,Mira,5,0.2858052961923641,7.9,0.5619718309859155,Finnish,iter
Mira_50,Mira,50,0.31113656268442025,6.9,0.5931558935361216,Finnish,iter
Mira_51,Mira,51,0.2907345685282348,7.4,0.5659432387312187,Finnish,iter
Mira_52,Mira,52,0.3257734092255155,6.6,0.5113636363636364,Finnish,iter
Mira_53,Mira,53,0.31865506131710614,6.4,0.56875,Finnish,iter
Mira_54,Mira,54,0.301939952154302,6.8,0.5229357798165137,Finnish,iter
Mira_55,Mira,55,0.32881847651609003,6.3,0.4888392857142857,Finnish,iter
Mira_56,Mira,56,0.3530677652870235,5.7,0.45689655172413796,Finnish,iter
Mira_57,Mira,57,0.360930858521798,5.1,0.46601941747572817,Finnish,iter
Mira_58,Mira,58,0.31828994118315584,5.7,0.4854111405835544,Finnish,iter
Mira_59,Mira,59,0.30484122090894367,6.4,0.572961373390558,Finnish,iter
Mira_6,Mira,6,0.2870002715478605,7.4,0.5822981366459627,Finnish,iter
Mira_60,Mira,60,0.33566343352648054,6.1,0.5616438356164384,Finnish,iter
