gloss1,gloss2,Speaker_ID,word_pair,distance,Speaker,listID,distance_norm,data_type
coucou2606,coucou2608,Adeline_15,coucou2606_coucou2608,0,Adeline,15,0,iter-A
au revoir3032,coucou2608,Adeline_15,au revoir3032_coucou2608,6.6707267566050845,Adeline,15,0.4771662295227165,iter-A
au revoir3034,coucou2608,Adeline_15,au revoir3034_coucou2608,9.434781748822136,Adeline,15,0.6748828722443985,iter-A
encore3062,coucou2608,Adeline_15,coucou2608_encore3062,3.3166247903554,Adeline,15,0.23724271787754578,iter-A
parti3067,coucou2608,Adeline_15,coucou2608_parti3067,6.14505191510159,Adeline,15,0.43956398748412473,iter-A
oiseau3066,coucou2608,Adeline_15,coucou2608_oiseau3066,8.250458926433245,Adeline,15,0.5901666372198636,iter-A
au revoir3033,coucou2608,Adeline_15,au revoir3033_coucou2608,6.47890245052378,Adeline,15,0.4634447739447322,iter-A
coucou2608,au revoir3031,Adeline_15,au revoir3031_coucou2608,6.6707267566050845,Adeline,15,0.4771662295227165,iter-A
encore3062,chapeau3046,Adeline_16,chapeau3046_encore3062,3.1622776601683795,Adeline,16,0.22620205606718638,iter-A
encore3059,chapeau3046,Adeline_16,chapeau3046_encore3059,3.1622776601683795,Adeline,16,0.22620205606718638,iter-A
chapeau3044,chapeau3046,Adeline_16,chapeau3044_chapeau3046,0,Adeline,16,0,iter-A
vachou3068,chapeau3046,Adeline_16,chapeau3046_vachou3068,3.2015621187164243,Adeline,16,0.2290121272405636,iter-A
coucou3052,chapeau3046,Adeline_16,chapeau3046_coucou3052,3.1622776601683795,Adeline,16,0.22620205606718638,iter-A
au revoir3036,chapeau3046,Adeline_16,au revoir3036_chapeau3046,0,Adeline,16,0,iter-A
bisou3038,chapeau3046,Adeline_16,bisou3038_chapeau3046,3.3166247903554,Adeline,16,0.23724271787754578,iter-A
coucou2605,chapeau3046,Adeline_16,chapeau3046_coucou2605,6.47890245052378,Adeline,16,0.4634447739447322,iter-A
papa3135,chapeau3046,Adeline_16,chapeau3046_papa3135,3,Adeline,16,0.2145941125756256,iter-A
au revoir3035,chapeau3046,Adeline_16,au revoir3035_chapeau3046,2.692582403567252,Adeline,16,0.19260411047675313,iter-A
maman2613,chapeau3046,Adeline_16,chapeau3046_maman2613,5.80802897123297,Adeline,16,0.41545627429842097,iter-A
encore3053,chapeau3046,Adeline_16,chapeau3046_encore3053,3.1622776601683795,Adeline,16,0.22620205606718638,iter-A
coucou3133,chapeau3046,Adeline_16,chapeau3046_coucou3133,10.664378454860074,Adeline,16,0.7628376102304397,iter-A
voiture3071,chapeau3046,Adeline_16,chapeau3046_voiture3071,3.1622776601683795,Adeline,16,0.22620205606718638,iter-A
au revoir1955,chapeau3046,Adeline_16,au revoir1955_chapeau3046,8.592482116963241,Adeline,16,0.6146320249038866,iter-A
coucou3134,chapeau3046,Adeline_16,chapeau3046_coucou3134,6.3166247903554,Adeline,16,0.4518368304531714,iter-A
chapeau3043,chapeau3046,Adeline_16,chapeau3043_chapeau3046,0,Adeline,16,0,iter-A
maman2611,chapeau3046,Adeline_16,chapeau3046_maman2611,5.80802897123297,Adeline,16,0.41545627429842097,iter-A
chapeau3045,chapeau3046,Adeline_16,chapeau3045_chapeau3046,0,Adeline,16,0,iter-A
chapeau3046,encore3062,Adeline_16,chapeau3046_encore3062,3.1622776601683795,Adeline,16,0.22620205606718638,iter-A
bobo3130,maman2612,Adeline_17,bobo3130_maman2612,8.346459759079796,Adeline,17,0.5970337083826329,iter-A
au revoir3033,maman2612,Adeline_17,au revoir3033_maman2612,5.80802897123297,Adeline,17,0.41545627429842097,iter-A
coucou3052,maman2612,Adeline_17,coucou3052_maman2612,7.11788726606417,Adeline,17,0.5091522337581288,iter-A
au revoir3036,maman2612,Adeline_17,au revoir3036_maman2612,5.80802897123297,Adeline,17,0.41545627429842097,iter-A
bisou3038,maman2612,Adeline_17,bisou3038_maman2612,6.768856936682251,Adeline,17,0.48418561582623176,iter-A
chapeau3044,maman2612,Adeline_17,chapeau3044_maman2612,5.80802897123297,Adeline,17,0.41545627429842097,iter-A
encore3056,maman2612,Adeline_17,encore3056_maman2612,7.11788726606417,Adeline,17,0.5091522337581288,iter-A
encore3054,maman2612,Adeline_17,encore3054_maman2612,7.11788726606417,Adeline,17,0.5091522337581288,iter-A
au revoir3031,maman2612,Adeline_17,au revoir3031_maman2612,6.145751311064591,Adeline,17,0.43961401623613117,iter-A
bisou3042,maman2612,Adeline_17,bisou3042_maman2612,7.11788726606417,Adeline,17,0.5091522337581288,iter-A
coucou2607,maman2612,Adeline_17,coucou2607_maman2612,8.94427190999916,Adeline,17,0.6397960310537885,iter-A
encore3055,maman2612,Adeline_17,encore3055_maman2612,7.11788726606417,Adeline,17,0.5091522337581288,iter-A
papa2615,maman2612,Adeline_17,maman2612_papa2615,6.324555320336759,Adeline,17,0.45240411213437276,iter-A
voiture3071,maman2612,Adeline_17,maman2612_voiture3071,7.11788726606417,Adeline,17,0.5091522337581288,iter-A
au revoir3037,maman2612,Adeline_17,au revoir3037_maman2612,6.145751311064591,Adeline,17,0.43961401623613117,iter-A
