"Eetu2860" "Eetu2861" "Eetu3507" "Hippi3511" "Hippi3512" "Hippi3513" "ankka3499" "ankka3500" "ankka3501" "ankka3502" "ankka3503" "anna3506" "heppa3169" "heppa3170" "heppa3171" "heppa3172" "heppa3173" "istuu3514" "istuu3515" "istuu3516" "istuu3517" "istuu3518" "itkee3519" "kakka3182" "kakka3183" "kakka3184" "kakka3185" "kiikkaa1807" "kiikkaa3186" "kiikkaa3187" "kiikkaa3188" "kiikkaa3189" "kiinni1808" "kiinni1809" "kiinni1810" "kiinni1811" "kiinni1812" "kiitos1816" "kukka3196" "kukka3197" "loppu1817" "loppu1818" "loppu3520" "mamma3198" "mamma3199" "nappi3521" "omppu1819" "omppu3522" "pappa3200" "pipi2134" "pipi3201" "pipi3202" "poppa1820" "poppa2135" "rikki3523" "rikki3524" "räppäa2862"
"kiikkaa3188" 6.14505191510159 6.14505191510159 5.65685424949238 6.32455532033676 6.32455532033676 6.32455532033676 0 0 0 0 0 8.48528137423857 9.52611743905318 9.52611743905318 9.52611743905318 9.52611743905318 9.52611743905318 5.65685424949238 5.65685424949238 5.65685424949238 5.65685424949238 5.65685424949238 0 3.3166247903554 3.3166247903554 3.3166247903554 3.3166247903554 9.9498743710662 3.3166247903554 3.3166247903554 0 3.3166247903554 9.9498743710662 9.9498743710662 6.6332495807108 9.9498743710662 9.9498743710662 6.6332495807108 3.3166247903554 3.3166247903554 12.3258319842781 12.3258319842781 6.32455532033676 11.5900232210637 11.5900232210637 6.32455532033676 12.3258319842781 6.32455532033676 9.15298244508295 9.47890245052378 9.32455532033676 9.32455532033676 15.3258319842781 9.47890245052378 0 0 6.47890245052378
"kiikkaa3189" 9.46167670545699 9.46167670545699 8.97347903984778 9.64118011069216 9.64118011069216 9.64118011069216 3.3166247903554 3.3166247903554 3.3166247903554 3.3166247903554 3.3166247903554 11.801906164594 8.82455532033676 8.82455532033676 8.82455532033676 8.82455532033676 8.82455532033676 8.97347903984778 8.97347903984778 8.97347903984778 8.97347903984778 8.97347903984778 3.3166247903554 0 0 0 0 6.6332495807108 0 0 3.3166247903554 0 6.6332495807108 6.6332495807108 9.9498743710662 6.6332495807108 6.6332495807108 9.9498743710662 0 0 12.6746308458599 12.6746308458599 9.64118011069216 13.4164078649987 13.4164078649987 9.64118011069216 12.6746308458599 9.64118011069216 9.64118011069216 9.64118011069216 9.48683298050514 9.48683298050514 15.4881096444464 9.64118011069216 3.3166247903554 3.3166247903554 9.79552724087918
"kiinni1808" 6.6332495807108 6.6332495807108 9.9498743710662 9.3166247903554 9.3166247903554 9.3166247903554 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 9.3166247903554 8.5 8.5 8.5 8.5 8.5 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 6.6332495807108 6.6332495807108 6.6332495807108 6.6332495807108 0 6.6332495807108 6.6332495807108 9.9498743710662 6.6332495807108 0 0 3.3166247903554 0 0 3.3166247903554 6.6332495807108 6.6332495807108 6.04138126514911 6.04138126514911 9.3166247903554 9.76363857712876 9.76363857712876 9.3166247903554 6.04138126514911 9.3166247903554 9.3166247903554 6.16227766016838 9.16227766016838 9.16227766016838 8.85486006373563 6.16227766016838 9.9498743710662 9.9498743710662 6.3166247903554
"kiinni1809" 6.6332495807108 6.6332495807108 9.9498743710662 9.3166247903554 9.3166247903554 9.3166247903554 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 9.3166247903554 8.5 8.5 8.5 8.5 8.5 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 6.6332495807108 6.6332495807108 6.6332495807108 6.6332495807108 0 6.6332495807108 6.6332495807108 9.9498743710662 6.6332495807108 0 0 3.3166247903554 0 0 3.3166247903554 6.6332495807108 6.6332495807108 6.04138126514911 6.04138126514911 9.3166247903554 9.76363857712876 9.76363857712876 9.3166247903554 6.04138126514911 9.3166247903554 9.3166247903554 6.16227766016838 9.16227766016838 9.16227766016838 8.85486006373563 6.16227766016838 9.9498743710662 9.9498743710662 6.3166247903554
"kiinni1810" 3.3166247903554 3.3166247903554 6.6332495807108 6 6 6 6.6332495807108 6.6332495807108 6.6332495807108 6.6332495807108 6.6332495807108 6 9.20156211871642 9.20156211871642 9.20156211871642 9.20156211871642 9.20156211871642 6.6332495807108 6.6332495807108 6.6332495807108 6.6332495807108 6.6332495807108 6.6332495807108 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 3.3166247903554 9.9498743710662 9.9498743710662 6.6332495807108 9.9498743710662 3.3166247903554 3.3166247903554 0 3.3166247903554 3.3166247903554 0 9.9498743710662 9.9498743710662 5.69258240356725 5.69258240356725 6 7.93725393319377 7.93725393319377 6 5.69258240356725 6 8.82842712474619 6 9 9 8.69258240356725 6 6.6332495807108 6.6332495807108 3
"kiinni1811" 6.6332495807108 6.6332495807108 9.9498743710662 9.3166247903554 9.3166247903554 9.3166247903554 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 9.3166247903554 8.5 8.5 8.5 8.5 8.5 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 6.6332495807108 6.6332495807108 6.6332495807108 6.6332495807108 0 6.6332495807108 6.6332495807108 9.9498743710662 6.6332495807108 0 0 3.3166247903554 0 0 3.3166247903554 6.6332495807108 6.6332495807108 6.04138126514911 6.04138126514911 9.3166247903554 9.76363857712876 9.76363857712876 9.3166247903554 6.04138126514911 9.3166247903554 9.3166247903554 6.16227766016838 9.16227766016838 9.16227766016838 8.85486006373563 6.16227766016838 9.9498743710662 9.9498743710662 6.3166247903554
"kiinni1812" 6.6332495807108 6.6332495807108 9.9498743710662 9.3166247903554 9.3166247903554 9.3166247903554 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 9.3166247903554 8.5 8.5 8.5 8.5 8.5 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 6.6332495807108 6.6332495807108 6.6332495807108 6.6332495807108 0 6.6332495807108 6.6332495807108 9.9498743710662 6.6332495807108 0 0 3.3166247903554 0 0 3.3166247903554 6.6332495807108 6.6332495807108 6.04138126514911 6.04138126514911 9.3166247903554 9.76363857712876 9.76363857712876 9.3166247903554 6.04138126514911 9.3166247903554 9.3166247903554 6.16227766016838 9.16227766016838 9.16227766016838 8.85486006373563 6.16227766016838 9.9498743710662 9.9498743710662 6.3166247903554
"kiitos1816" 3.3166247903554 3.3166247903554 6.6332495807108 6 6 6 6.6332495807108 6.6332495807108 6.6332495807108 6.6332495807108 6.6332495807108 6 9.20156211871642 9.20156211871642 9.20156211871642 9.20156211871642 9.20156211871642 6.6332495807108 6.6332495807108 6.6332495807108 6.6332495807108 6.6332495807108 6.6332495807108 9.9498743710662 9.9498743710662 9.9498743710662 9.9498743710662 3.3166247903554 9.9498743710662 9.9498743710662 6.6332495807108 9.9498743710662 3.3166247903554 3.3166247903554 0 3.3166247903554 3.3166247903554 0 9.9498743710662 9.9498743710662 5.69258240356725 5.69258240356725 6 7.93725393319377 7.93725393319377 6 5.69258240356725 6 8.82842712474619 6 9 9 8.69258240356725 6 6.6332495807108 6.6332495807108 3
"kukka3196" 9.46167670545699 9.46167670545699 8.97347903984778 9.64118011069216 9.64118011069216 9.64118011069216 3.3166247903554 3.3166247903554 3.3166247903554 3.3166247903554 3.3166247903554 11.801906164594 8.82455532033676 8.82455532033676 8.82455532033676 8.82455532033676 8.82455532033676 8.97347903984778 8.97347903984778 8.97347903984778 8.97347903984778 8.97347903984778 3.3166247903554 0 0 0 0 6.6332495807108 0 0 3.3166247903554 0 6.6332495807108 6.6332495807108 9.9498743710662 6.6332495807108 6.6332495807108 9.9498743710662 0 0 12.6746308458599 12.6746308458599 9.64118011069216 13.4164078649987 13.4164078649987 9.64118011069216 12.6746308458599 9.64118011069216 9.64118011069216 9.64118011069216 9.48683298050514 9.48683298050514 15.4881096444464 9.64118011069216 3.3166247903554 3.3166247903554 9.79552724087918
"kukka3197" 9.46167670545699 9.46167670545699 8.97347903984778 9.64118011069216 9.64118011069216 9.64118011069216 3.3166247903554 3.3166247903554 3.3166247903554 3.3166247903554 3.3166247903554 11.801906164594 8.82455532033676 8.82455532033676 8.82455532033676 8.82455532033676 8.82455532033676 8.97347903984778 8.97347903984778 8.97347903984778 8.97347903984778 8.97347903984778 3.3166247903554 0 0 0 0 6.6332495807108 0 0 3.3166247903554 0 6.6332495807108 6.6332495807108 9.9498743710662 6.6332495807108 6.6332495807108 9.9498743710662 0 0 12.6746308458599 12.6746308458599 9.64118011069216 13.4164078649987 13.4164078649987 9.64118011069216 12.6746308458599 9.64118011069216 9.64118011069216 9.64118011069216 9.48683298050514 9.48683298050514 15.4881096444464 9.64118011069216 3.3166247903554 3.3166247903554 9.79552724087918
"loppu1817" 9.00920719392265 9.00920719392265 12.3258319842781 11.6925824035673 11.6925824035673 11.6925824035673 12.3258319842781 12.3258319842781 12.3258319842781 12.3258319842781 12.3258319842781 11.6925824035673 12.3166247903554 12.3166247903554 12.3166247903554 12.3166247903554 12.3166247903554 12.3258319842781 12.3258319842781 12.3258319842781 12.3258319842781 12.3258319842781 12.3258319842781 12.6746308458599 12.6746308458599 12.6746308458599 12.6746308458599 6.04138126514911 12.6746308458599 12.6746308458599 12.3258319842781 12.6746308458599 6.04138126514911 6.04138126514911 5.69258240356725 6.04138126514911 6.04138126514911 5.69258240356725 12.6746308458599 12.6746308458599 0 0 11.6925824035673 12.0664198397646 12.0664198397646 11.6925824035673 0 11.6925824035673 12.2015621187164 9.04138126514911 12.0413812651491 12.0413812651491 9.08276253029822 9.04138126514911 12.3258319842781 12.3258319842781 8.69258240356725
"loppu1818" 9.00920719392265 9.00920719392265 12.3258319842781 11.6925824035673 11.6925824035673 11.6925824035673 12.3258319842781 12.3258319842781 12.3258319842781 12.3258319842781 12.3258319842781 11.6925824035673 12.3166247903554 12.3166247903554 12.3166247903554 12.3166247903554 12.3166247903554 12.3258319842781 12.3258319842781 12.3258319842781 12.3258319842781 12.3258319842781 12.3258319842781 12.6746308458599 12.6746308458599 12.6746308458599 12.6746308458599 6.04138126514911 12.6746308458599 12.6746308458599 12.3258319842781 12.6746308458599 6.04138126514911 6.04138126514911 5.69258240356725 6.04138126514911 6.04138126514911 5.69258240356725 12.6746308458599 12.6746308458599 0 0 11.6925824035673 12.0664198397646 12.0664198397646 11.6925824035673 0 11.6925824035673 12.2015621187164 9.04138126514911 12.0413812651491 12.0413812651491 9.08276253029822 9.04138126514911 12.3258319842781 12.3258319842781 8.69258240356725
"loppu3520" 6.16227766016838 6.16227766016838 6.32455532033676 0 0 0 6.32455532033676 6.32455532033676 6.32455532033676 6.32455532033676 6.32455532033676 8.94427190999916 3.20156211871642 3.20156211871642 3.20156211871642 3.20156211871642 3.20156211871642 6.32455532033676 6.32455532033676 6.32455532033676 6.32455532033676 6.32455532033676 6.32455532033676 9.64118011069216 9.64118011069216 9.64118011069216 9.64118011069216 9.3166247903554 9.64118011069216 9.64118011069216 6.32455532033676 9.64118011069216 9.3166247903554 9.3166247903554 6 9.3166247903554 9.3166247903554 6 9.64118011069216 9.64118011069216 11.6925824035673 11.6925824035673 0 8.97030663140135 8.97030663140135 0 11.6925824035673 0 2.82842712474619 6 3 3 14.6925824035673 6 6.32455532033676 6.32455532033676 3
"mamma3198" 9.76363857712876 9.76363857712876 11.5900232210637 8.97030663140135 8.97030663140135 8.97030663140135 11.5900232210637 11.5900232210637 11.5900232210637 11.5900232210637 11.5900232210637 8.97030663140135 11.3494931308972 11.3494931308972 11.3494931308972 11.3494931308972 11.3494931308972 11.5900232210637 11.5900232210637 11.5900232210637 11.5900232210637 11.5900232210637 11.5900232210637 13.4164078649987 13.4164078649987 13.4164078649987 13.4164078649987 9.76363857712876 13.4164078649987 13.4164078649987 11.5900232210637 13.4164078649987 9.76363857712876 9.76363857712876 7.93725393319377 9.76363857712876 9.76363857712876 7.93725393319377 13.4164078649987 13.4164078649987 12.0664198397646 12.0664198397646 8.97030663140135 0 0 8.97030663140135 12.0664198397646 8.97030663140135 8.97030663140135 8.97030663140135 9.48683298050514 9.48683298050514 14.1463626858648 8.97030663140135 11.5900232210637 11.5900232210637 8.45378028229756
"mamma3199" 9.76363857712876 9.76363857712876 11.5900232210637 8.97030663140135 8.97030663140135 8.97030663140135 11.5900232210637 11.5900232210637 11.5900232210637 11.5900232210637 11.5900232210637 8.97030663140135 11.3494931308972 11.3494931308972 11.3494931308972 11.3494931308972 11.3494931308972 11.5900232210637 11.5900232210637 11.5900232210637 11.5900232210637 11.5900232210637 11.5900232210637 13.4164078649987 13.4164078649987 13.4164078649987 13.4164078649987 9.76363857712876 13.4164078649987 13.4164078649987 11.5900232210637 13.4164078649987 9.76363857712876 9.76363857712876 7.93725393319377 9.76363857712876 9.76363857712876 7.93725393319377 13.4164078649987 13.4164078649987 12.0664198397646 12.0664198397646 8.97030663140135 0 0 8.97030663140135 12.0664198397646 8.97030663140135 8.97030663140135 8.97030663140135 9.48683298050514 9.48683298050514 14.1463626858648 8.97030663140135 11.5900232210637 11.5900232210637 8.45378028229756
"nappi3521" 6.16227766016838 6.16227766016838 6.32455532033676 0 0 0 6.32455532033676 6.32455532033676 6.32455532033676 6.32455532033676 6.32455532033676 8.94427190999916 3.20156211871642 3.20156211871642 3.20156211871642 3.20156211871642 3.20156211871642 6.32455532033676 6.32455532033676 6.32455532033676 6.32455532033676 6.32455532033676 6.32455532033676 9.64118011069216 9.64118011069216 9.64118011069216 9.64118011069216 9.3166247903554 9.64118011069216 9.64118011069216 6.32455532033676 9.64118011069216 9.3166247903554 9.3166247903554 6 9.3166247903554 9.3166247903554 6 9.64118011069216 9.64118011069216 11.6925824035673 11.6925824035673 0 8.97030663140135 8.97030663140135 0 11.6925824035673 0 2.82842712474619 6 3 3 14.6925824035673 6 6.32455532033676 6.32455532033676 3
"omppu1819" 9.00920719392265 9.00920719392265 12.3258319842781 11.6925824035673 11.6925824035673 11.6925824035673 12.3258319842781 12.3258319842781 12.3258319842781 12.3258319842781 12.3258319842781 11.6925824035673 12.3166247903554 12.3166247903554 12.3166247903554 12.3166247903554 12.3166247903554 12.3258319842781 12.3258319842781 12.3258319842781 12.3258319842781 12.3258319842781 12.3258319842781 12.6746308458599 12.6746308458599 12.6746308458599 12.6746308458599 6.04138126514911 12.6746308458599 12.6746308458599 12.3258319842781 12.6746308458599 6.04138126514911 6.04138126514911 5.69258240356725 6.04138126514911 6.04138126514911 5.69258240356725 12.6746308458599 12.6746308458599 0 0 11.6925824035673 12.0664198397646 12.0664198397646 11.6925824035673 0 11.6925824035673 12.2015621187164 9.04138126514911 12.0413812651491 12.0413812651491 9.08276253029822 9.04138126514911 12.3258319842781 12.3258319842781 8.69258240356725
"omppu3522" 6.16227766016838 6.16227766016838 6.32455532033676 0 0 0 6.32455532033676 6.32455532033676 6.32455532033676 6.32455532033676 6.32455532033676 8.94427190999916 3.20156211871642 3.20156211871642 3.20156211871642 3.20156211871642 3.20156211871642 6.32455532033676 6.32455532033676 6.32455532033676 6.32455532033676 6.32455532033676 6.32455532033676 9.64118011069216 9.64118011069216 9.64118011069216 9.64118011069216 9.3166247903554 9.64118011069216 9.64118011069216 6.32455532033676 9.64118011069216 9.3166247903554 9.3166247903554 6 9.3166247903554 9.3166247903554 6 9.64118011069216 9.64118011069216 11.6925824035673 11.6925824035673 0 8.97030663140135 8.97030663140135 0 11.6925824035673 0 2.82842712474619 6 3 3 14.6925824035673 6 6.32455532033676 6.32455532033676 3
"pappa3200" 8.99070478491457 8.99070478491457 9.15298244508295 2.82842712474619 2.82842712474619 2.82842712474619 9.15298244508295 9.15298244508295 9.15298244508295 9.15298244508295 9.15298244508295 11.7726990347453 4.15331193145904 4.15331193145904 4.15331193145904 4.15331193145904 4.15331193145904 9.15298244508295 9.15298244508295 9.15298244508295 9.15298244508295 9.15298244508295 9.15298244508295 9.64118011069216 9.64118011069216 9.64118011069216 9.64118011069216 9.3166247903554 9.64118011069216 9.64118011069216 9.15298244508295 9.64118011069216 9.3166247903554 9.3166247903554 8.82842712474619 9.3166247903554 9.3166247903554 8.82842712474619 9.64118011069216 9.64118011069216 12.2015621187164 12.2015621187164 2.82842712474619 8.97030663140135 8.97030663140135 2.82842712474619 12.2015621187164 2.82842712474619 0 4 1 1 12.6925824035673 4 9.15298244508295 9.15298244508295 5.82842712474619
"pipi2134" 6.16227766016838 6.16227766016838 9.47890245052378 6 6 6 9.47890245052378 9.47890245052378 9.47890245052378 9.47890245052378 9.47890245052378 10.4721359549996 7.03112887414927 7.03112887414927 7.03112887414927 7.03112887414927 7.03112887414927 9.47890245052378 9.47890245052378 9.47890245052378 9.47890245052378 9.47890245052378 9.47890245052378 9.64118011069216 9.64118011069216 9.64118011069216 9.64118011069216 6.16227766016838 9.64118011069216 9.64118011069216 9.47890245052378 9.64118011069216 6.16227766016838 6.16227766016838 6 6.16227766016838 6.16227766016838 6 9.64118011069216 9.64118011069216 9.04138126514911 9.04138126514911 6 8.97030663140135 8.97030663140135 6 9.04138126514911 6 4 0 3 3 8.69258240356725 0 9.47890245052378 9.47890245052378 3
"pipi3201" 9.16227766016838 9.16227766016838 9.32455532033676 3 3 3 9.32455532033676 9.32455532033676 9.32455532033676 9.32455532033676 9.32455532033676 11.9442719099992 4.03112887414927 4.03112887414927 4.03112887414927 4.03112887414927 4.03112887414927 9.32455532033676 9.32455532033676 9.32455532033676 9.32455532033676 9.32455532033676 9.32455532033676 9.48683298050514 9.48683298050514 9.48683298050514 9.48683298050514 9.16227766016838 9.48683298050514 9.48683298050514 9.32455532033676 9.48683298050514 9.16227766016838 9.16227766016838 9 9.16227766016838 9.16227766016838 9 9.48683298050514 9.48683298050514 12.0413812651491 12.0413812651491 3 9.48683298050514 9.48683298050514 3 12.0413812651491 3 1 3 0 0 11.6925824035673 3 9.32455532033676 9.32455532033676 6
"pipi3202" 9.16227766016838 9.16227766016838 9.32455532033676 3 3 3 9.32455532033676 9.32455532033676 9.32455532033676 9.32455532033676 9.32455532033676 11.9442719099992 4.03112887414927 4.03112887414927 4.03112887414927 4.03112887414927 4.03112887414927 9.32455532033676 9.32455532033676 9.32455532033676 9.32455532033676 9.32455532033676 9.32455532033676 9.48683298050514 9.48683298050514 9.48683298050514 9.48683298050514 9.16227766016838 9.48683298050514 9.48683298050514 9.32455532033676 9.48683298050514 9.16227766016838 9.16227766016838 9 9.16227766016838 9.16227766016838 9 9.48683298050514 9.48683298050514 12.0413812651491 12.0413812651491 3 9.48683298050514 9.48683298050514 3 12.0413812651491 3 1 3 0 0 11.6925824035673 3 9.32455532033676 9.32455532033676 6
"poppa1820" 12.0092071939227 12.0092071939227 15.3258319842781 14.6925824035673 14.6925824035673 14.6925824035673 15.3258319842781 15.3258319842781 15.3258319842781 15.3258319842781 15.3258319842781 14.6925824035673 15.7237112777165 15.7237112777165 15.7237112777165 15.7237112777165 15.7237112777165 15.3258319842781 15.3258319842781 15.3258319842781 15.3258319842781 15.3258319842781 15.3258319842781 15.4881096444464 15.4881096444464 15.4881096444464 15.4881096444464 8.85486006373563 15.4881096444464 15.4881096444464 15.3258319842781 15.4881096444464 8.85486006373563 8.85486006373563 8.69258240356725 8.85486006373563 8.85486006373563 8.69258240356725 15.4881096444464 15.4881096444464 9.08276253029822 9.08276253029822 14.6925824035673 14.1463626858648 14.1463626858648 14.6925824035673 9.08276253029822 14.6925824035673 12.6925824035673 8.69258240356725 11.6925824035673 11.6925824035673 0 8.69258240356725 15.3258319842781 15.3258319842781 11.6925824035673
"poppa2135" 6.16227766016838 6.16227766016838 9.47890245052378 6 6 6 9.47890245052378 9.47890245052378 9.47890245052378 9.47890245052378 9.47890245052378 10.4721359549996 7.03112887414927 7.03112887414927 7.03112887414927 7.03112887414927 7.03112887414927 9.47890245052378 9.47890245052378 9.47890245052378 9.47890245052378 9.47890245052378 9.47890245052378 9.64118011069216 9.64118011069216 9.64118011069216 9.64118011069216 6.16227766016838 9.64118011069216 9.64118011069216 9.47890245052378 9.64118011069216 6.16227766016838 6.16227766016838 6 6.16227766016838 6.16227766016838 6 9.64118011069216 9.64118011069216 9.04138126514911 9.04138126514911 6 8.97030663140135 8.97030663140135 6 9.04138126514911 6 4 0 3 3 8.69258240356725 0 9.47890245052378 9.47890245052378 3
"rikki3523" 6.14505191510159 6.14505191510159 5.65685424949238 6.32455532033676 6.32455532033676 6.32455532033676 0 0 0 0 0 8.48528137423857 9.52611743905318 9.52611743905318 9.52611743905318 9.52611743905318 9.52611743905318 5.65685424949238 5.65685424949238 5.65685424949238 5.65685424949238 5.65685424949238 0 3.3166247903554 3.3166247903554 3.3166247903554 3.3166247903554 9.9498743710662 3.3166247903554 3.3166247903554 0 3.3166247903554 9.9498743710662 9.9498743710662 6.6332495807108 9.9498743710662 9.9498743710662 6.6332495807108 3.3166247903554 3.3166247903554 12.3258319842781 12.3258319842781 6.32455532033676 11.5900232210637 11.5900232210637 6.32455532033676 12.3258319842781 6.32455532033676 9.15298244508295 9.47890245052378 9.32455532033676 9.32455532033676 15.3258319842781 9.47890245052378 0 0 6.47890245052378
"rikki3524" 6.14505191510159 6.14505191510159 5.65685424949238 6.32455532033676 6.32455532033676 6.32455532033676 0 0 0 0 0 8.48528137423857 9.52611743905318 9.52611743905318 9.52611743905318 9.52611743905318 9.52611743905318 5.65685424949238 5.65685424949238 5.65685424949238 5.65685424949238 5.65685424949238 0 3.3166247903554 3.3166247903554 3.3166247903554 3.3166247903554 9.9498743710662 3.3166247903554 3.3166247903554 0 3.3166247903554 9.9498743710662 9.9498743710662 6.6332495807108 9.9498743710662 9.9498743710662 6.6332495807108 3.3166247903554 3.3166247903554 12.3258319842781 12.3258319842781 6.32455532033676 11.5900232210637 11.5900232210637 6.32455532033676 12.3258319842781 6.32455532033676 9.15298244508295 9.47890245052378 9.32455532033676 9.32455532033676 15.3258319842781 9.47890245052378 0 0 6.47890245052378
"räppäa2862" 3.16227766016838 3.16227766016838 6.47890245052378 3 3 3 6.47890245052378 6.47890245052378 6.47890245052378 6.47890245052378 6.47890245052378 7.47213595499958 6.20156211871642 6.20156211871642 6.20156211871642 6.20156211871642 6.20156211871642 6.47890245052378 6.47890245052378 6.47890245052378 6.47890245052378 6.47890245052378 6.47890245052378 9.79552724087918 9.79552724087918 9.79552724087918 9.79552724087918 6.3166247903554 9.79552724087918 9.79552724087918 6.47890245052378 9.79552724087918 6.3166247903554 6.3166247903554 3 6.3166247903554 6.3166247903554 3 9.79552724087918 9.79552724087918 8.69258240356725 8.69258240356725 3 8.45378028229756 8.45378028229756 3 8.69258240356725 3 5.82842712474619 3 6 6 11.6925824035673 3 6.47890245052378 6.47890245052378 0
