Speaker,gloss1,degree,threshold
Ivy,bag934,23,0.25
Ivy,bag935,12,0.25
Ivy,balloon1846,13,0.25
Ivy,bee4176,5,0.25
Ivy,bye bye2767,11,0.25
Ivy,caterpillar1847,20,0.25
Ivy,caterpillar3483,12,0.25
Ivy,cinderella1848,32,0.25
Ivy,cinderella1849,32,0.25
Ivy,cinderella3796,15,0.25
Ivy,daddy2768,8,0.25
Ivy,daddy2770,8,0.25
Ivy,door2771,5,0.25
Ivy,door2772,5,0.25
Ivy,door2773,20,0.25
Ivy,door936,10,0.25
Ivy,door937,23,0.25
Ivy,door938,23,0.25
Ivy,door939,23,0.25
Ivy,down940,3,0.25
Ivy,elephant1850,4,0.25
Ivy,elephant1851,18,0.25
Ivy,elephant3484,15,0.25
Ivy,giraffe1852,27,0.25
Ivy,giraffe1853,27,0.25
Ivy,giraffe2774,6,0.25
Ivy,giraffe3981,7,0.25
Ivy,hat1854,5,0.25
Ivy,jumpy2776,4,0.25
Ivy,jumpy2777,2,0.25
Ivy,jumpy2778,8,0.25
Ivy,lion1855,25,0.25
Ivy,lion2779,7,0.25
Ivy,lion2780,7,0.25
Ivy,lion3485,7,0.25
Ivy,lion3486,11,0.25
Ivy,lion3487,7,0.25
Ivy,lion3488,11,0.25
Ivy,miaow1856,12,0.25
Ivy,miaow1857,18,0.25
Ivy,miaow1858,12,0.25
Ivy,miaow2781,17,0.25
Ivy,miaow2782,17,0.25
Ivy,monkey3903,8,0.25
Ivy,more3904,8,0.25
Ivy,more941,16,0.25
Ivy,more942,9,0.25
Ivy,mummy2783,9,0.25
Ivy,mummy2784,8,0.25
Ivy,mummy2785,10,0.25
Ivy,mummy2786,9,0.25
Ivy,mummy2787,9,0.25
Ivy,mummy2788,8,0.25
Ivy,mummy2789,10,0.25
Ivy,no943,6,0.25
Ivy,ow48,13,0.25
Ivy,quack quack1864,29,0.25
Ivy,rabbit2790,4,0.25
Ivy,ribbit2804,20,0.25
Ivy,ribbit3495,27,0.25
Ivy,ribbit3657,3,0.25
Ivy,ribbit3658,2,0.25
Ivy,row row2791,5,0.25
Ivy,row row2792,14,0.25
Ivy,row row3489,29,0.25
Ivy,row row3490,10,0.25
Ivy,row row3491,3,0.25
Ivy,row row3492,2,0.25
Ivy,snake2793,9,0.25
Ivy,snake2794,20,0.25
Ivy,star944,23,0.25
Ivy,star945,23,0.25
Ivy,star946,23,0.25
Ivy,star947,23,0.25
Ivy,teddy2795,6,0.25
Ivy,teddy2796,8,0.25
Ivy,tractor2797,3,0.25
Ivy,tree1859,25,0.25
Ivy,vroom4178,6,0.25
Ivy,what's that?2799,5,0.25
Ivy,whee1860,14,0.25
Ivy,whee1861,13,0.25
Ivy,woof948,1,0.25
Ivy,yay!2800,17,0.25
Ivy,yay!949,12,0.25
Ivy,yeah1862,31,0.25
Ivy,yeah1863,16,0.25
Ivy,yeah2801,17,0.25
Ivy,yeah2802,17,0.25
Ivy,yeah3494,15,0.25
Ivy,yeah950,24,0.25
Ivy,zebra2803,14,0.25
Jude,Barnaby2818,40,0.25
Jude,Barnaby2819,16,0.25
Jude,Emma1881,38,0.25
Jude,apple1865,39,0.25
Jude,apple1866,39,0.25
Jude,apple1867,40,0.25
Jude,apple1868,39,0.25
Jude,baba2805,40,0.25
Jude,baba2806,47,0.25
Jude,baba2807,46,0.25
Jude,baba2808,40,0.25
Jude,baba2809,20,0.25
Jude,baba2810,40,0.25
Jude,baba2811,40,0.25
Jude,baba2812,47,0.25
Jude,baba2813,40,0.25
Jude,baba2814,46,0.25
Jude,baba2815,40,0.25
Jude,baba2816,40,0.25
Jude,ball1869,39,0.25
Jude,ball1870,39,0.25
Jude,ball1871,39,0.25
Jude,ball1872,39,0.25
Jude,ball1873,18,0.25
Jude,ball1874,39,0.25
Jude,ball1875,39,0.25
Jude,ball1876,39,0.25
Jude,ball1877,39,0.25
Jude,ball1878,39,0.25
Jude,ball1879,39,0.25
Jude,ball1880,39,0.25
Jude,ball2817,40,0.25
Jude,ball951,47,0.25
Jude,ball952,47,0.25
Jude,ball953,47,0.25
Jude,ball954,31,0.25
Jude,ball955,47,0.25
Jude,ball956,47,0.25
Jude,ball957,47,0.25
Jude,ball958,47,0.25
Jude,ball959,47,0.25
Jude,ball960,47,0.25
Jude,ball961,47,0.25
Jude,ball962,47,0.25
Jude,blue963,34,0.25
Jude,blue964,50,0.25
Jude,book965,47,0.25
Jude,book966,35,0.25
Jude,book967,47,0.25
Jude,book968,47,0.25
Jude,brum3912,44,0.25
Jude,brum3913,44,0.25
Jude,brum3914,44,0.25
Jude,brum3915,44,0.25
Jude,brum3916,44,0.25
Jude,brum3917,44,0.25
Jude,brum3918,44,0.25
Jude,brum3919,44,0.25
Jude,brum3920,44,0.25
Jude,bubbles2820,40,0.25
Jude,bubbles2821,40,0.25
Jude,cake2822,33,0.25
Jude,cake2823,15,0.25
Jude,cake969,29,0.25
Jude,cake970,26,0.25
Jude,car971,41,0.25
Jude,car972,45,0.25
Jude,car973,35,0.25
Jude,car974,47,0.25
Jude,car975,45,0.25
Jude,car976,45,0.25
Jude,caterpillar2824,48,0.25
Jude,caterpillar4493,9,0.25
Jude,cheese977,41,0.25
Jude,cheese978,46,0.25
Jude,chocolate2825,21,0.25
Jude,chocolate2826,20,0.25
Jude,chocolate2827,44,0.25
Jude,circle2828,8,0.25
Jude,circle2829,38,0.25
Jude,circle2830,15,0.25
Jude,circle2831,10,0.25
Jude,circle2832,17,0.25
Jude,circle2833,15,0.25
Jude,circle3905,30,0.25
Jude,circle3906,30,0.25
Jude,circle979,11,0.25
Jude,circle980,10,0.25
Jude,circle981,24,0.25
Jude,circle982,7,0.25
Jude,circle983,10,0.25
Jude,circle984,13,0.25
Jude,circle985,4,0.25
Jude,circle986,6,0.25
Jude,circle987,27,0.25
Jude,dada2834,19,0.25
Jude,daddy2835,39,0.25
Jude,daddy2836,40,0.25
Jude,daddy2837,40,0.25
Jude,daddy2838,40,0.25
Jude,daddy2839,40,0.25
Jude,daddy2840,40,0.25
Jude,daddy2841,40,0.25
Jude,daddy2842,40,0.25
Jude,daddy2843,40,0.25
Jude,daddy2844,40,0.25
Jude,dinner2845,34,0.25
Jude,dinner2846,34,0.25
Jude,fish3907,52,0.25
Jude,fish3908,48,0.25
Jude,fish49,24,0.25
Jude,flower988,49,0.25
Jude,football1882,18,0.25
Jude,football1883,39,0.25
Jude,football2847,40,0.25
Jude,football2848,46,0.25
Jude,football2849,40,0.25
Jude,hello1884,42,0.25
Jude,hiya1885,42,0.25
Jude,hiya2850,40,0.25
Jude,hiya2851,44,0.25
Jude,hiya2852,40,0.25
Jude,hiya989,48,0.25
Jude,in 'ere1886,39,0.25
Jude,in 'ere1887,42,0.25
Jude,in 'ere2853,34,0.25
Jude,in 'ere3659,7,0.25
Jude,in 'ere3909,22,0.25
Jude,in 'ere4494,8,0.25
Jude,loveʔhug50,35,0.25
Jude,meow2861,35,0.25
Jude,monkey sd.1894,41,0.25
Jude,mouth990,44,0.25
Jude,mouth991,31,0.25
Jude,mummy2854,33,0.25
Jude,mummy2855,33,0.25
Jude,night-night4179,4,0.25
Jude,night-night992,19,0.25
Jude,no993,45,0.25
Jude,no994,47,0.25
Jude,noddy2856,34,0.25
Jude,orange1888,40,0.25
Jude,quack quack51,35,0.25
Jude,quack quack52,35,0.25
Jude,sheep sound1019,51,0.25
Jude,sky995,41,0.25
Jude,sky996,45,0.25
Jude,square997,51,0.25
Jude,square998,51,0.25
Jude,star1000,45,0.25
Jude,star1001,47,0.25
Jude,star1002,47,0.25
Jude,star999,47,0.25
Jude,stuck1003,33,0.25
Jude,ta1004,45,0.25
Jude,ta3910,3,0.25
Jude,teeth1005,45,0.25
Jude,teeth1006,45,0.25
Jude,there1007,47,0.25
Jude,there1008,47,0.25
Jude,there1009,44,0.25
Jude,there1010,52,0.25
Jude,there1011,24,0.25
Jude,there1889,40,0.25
Jude,ticktock1012,30,0.25
Jude,ticktock1890,41,0.25
Jude,ticktock2857,38,0.25
Jude,tiger roar1020,44,0.25
Jude,trousers1013,23,0.25
Jude,trousers3911,3,0.25
Jude,uh-oh1891,41,0.25
Jude,uh-oh1892,41,0.25
Jude,uh-oh1893,41,0.25
Jude,uh-oh2858,4,0.25
Jude,whee2862,40,0.25
Jude,woof1895,41,0.25
Jude,woof53,35,0.25
Jude,yay1014,47,0.25
Jude,"yeah, yes1015",47,0.25
Jude,"yeah, yes1016",47,0.25
Jude,"yeah, yes1017",47,0.25
Jude,"yeah, yes1018",47,0.25
Jude,"yeah, yes2859",47,0.25
Jude,"yeah, yes2860",47,0.25
Julien,Ah129,10,0.25
Julien,Boubou3393,6,0.25
Julien,Boubou3394,6,0.25
Julien,Clé1535,11,0.25
Julien,Clé1536,11,0.25
Julien,Là1537,12,0.25
Julien,Là1538,12,0.25
Julien,Miaou1539,3,0.25
Julien,Miaou1540,10,0.25
Julien,Miaou1541,10,0.25
Julien,Non1542,12,0.25
Julien,Non1543,11,0.25
Julien,Non1544,11,0.25
Julien,Non1545,11,0.25
Julien,Non1546,11,0.25
Julien,Non1547,11,0.25
Julien,Non1548,11,0.25
Julien,Papa3397,6,0.25
Julien,Papa3398,6,0.25
Julien,Pin pon3399,4,0.25
Julien,Pin pon3570,2,0.25
Julien,Tonton3400,5,0.25
Julien,ah130,10,0.25
Julien,ah131,10,0.25
Julien,ah132,10,0.25
Julien,ah133,10,0.25
Julien,bobo3401,6,0.25
Julien,bobo3785,3,0.25
Julien,bobo3786,3,0.25
Julien,boum1551,12,0.25
Julien,cassé2172,4,0.25
Julien,cassé3403,5,0.25
Julien,cassé3404,4,0.25
Julien,cassé3405,5,0.25
Julien,cassé3406,5,0.25
Julien,cassé3407,5,0.25
Julien,cassé3408,5,0.25
Julien,cochon3409,6,0.25
Julien,croco3395,5,0.25
Julien,croco3396,5,0.25
Julien,croco3569,10,0.25
Julien,hop-là142,2,0.25
Julien,hop-là2173,5,0.25
Julien,hop135,2,0.25
Julien,hop136,2,0.25
Julien,hop137,2,0.25
Julien,hop138,2,0.25
Julien,hop139,2,0.25
Julien,hop140,2,0.25
Julien,hop141,2,0.25
Julien,là1556,6,0.25
Julien,là1557,12,0.25
Julien,là1558,11,0.25
Julien,là1559,11,0.25
Julien,là1560,11,0.25
Julien,là2174,7,0.25
Julien,mouton1561,11,0.25
Julien,mouton1562,11,0.25
Julien,mouton2175,6,0.25
Julien,mouton2176,6,0.25
Julien,non1563,12,0.25
Julien,non1564,12,0.25
Julien,non1565,11,0.25
Julien,non1566,11,0.25
Julien,non1567,11,0.25
Julien,non1568,11,0.25
Julien,non1569,11,0.25
Julien,non1570,11,0.25
Julien,non1571,11,0.25
Julien,non1572,11,0.25
Julien,non1573,11,0.25
Julien,non1574,11,0.25
Julien,non1575,11,0.25
Julien,non1576,11,0.25
Julien,ouais1549,12,0.25
Julien,ouais1550,12,0.25
Julien,un livre3410,7,0.25
Julien,ça134,10,0.25
Julien,ça1552,13,0.25
Julien,ça1553,11,0.25
Julien,ça1554,13,0.25
Julien,ça1555,13,0.25
Kazuko,Big Bird3762,1,0.25
Kazuko,akushu3528,10,0.25
Kazuko,akushu3529,10,0.25
Kazuko,akushu3530,14,0.25
Kazuko,akushu3531,14,0.25
Kazuko,akushu3726,1,0.25
Kazuko,ame2087,19,0.25
Kazuko,ame2088,26,0.25
Kazuko,ame2089,26,0.25
Kazuko,ame2090,26,0.25
Kazuko,arigato1410,19,0.25
Kazuko,ashi103,1,0.25
Kazuko,ashi2091,30,0.25
Kazuko,ashi2092,31,0.25
Kazuko,ashi2093,30,0.25
Kazuko,ashi2094,30,0.25
Kazuko,ashi2095,30,0.25
Kazuko,ashi2096,31,0.25
Kazuko,ashi2097,31,0.25
Kazuko,ashi2098,23,0.25
Kazuko,ashi2099,23,0.25
Kazuko,ashi2100,31,0.25
Kazuko,ashi2101,23,0.25
Kazuko,ashi2102,30,0.25
Kazuko,ashi2103,23,0.25
Kazuko,ashi2104,23,0.25
Kazuko,ashi2105,30,0.25
Kazuko,ashi2106,10,0.25
Kazuko,ashi2107,33,0.25
Kazuko,ashi2108,29,0.25
Kazuko,ashi2109,22,0.25
Kazuko,ashi2110,10,0.25
Kazuko,ashi2111,33,0.25
Kazuko,ashi2112,33,0.25
Kazuko,ashi3238,26,0.25
Kazuko,ashi3239,22,0.25
Kazuko,ashi3240,23,0.25
Kazuko,ashi3241,19,0.25
Kazuko,ashi3242,26,0.25
Kazuko,ashi3243,22,0.25
Kazuko,ashi3244,19,0.25
Kazuko,ashi3245,26,0.25
Kazuko,ashi3246,28,0.25
Kazuko,ashi3247,15,0.25
Kazuko,ashi3248,17,0.25
Kazuko,ashi3249,28,0.25
Kazuko,ashi3532,1,0.25
Kazuko,bebichan3250,1,0.25
Kazuko,bebichan3251,9,0.25
Kazuko,bebichan3727,10,0.25
Kazuko,bebichan3728,10,0.25
Kazuko,bebichan3729,12,0.25
Kazuko,bebichan3730,8,0.25
Kazuko,bebichan3731,10,0.25
Kazuko,bebichan3732,9,0.25
Kazuko,bebichan3733,8,0.25
Kazuko,bebichan3734,10,0.25
Kazuko,bebichan3735,12,0.25
Kazuko,bebichan3736,10,0.25
Kazuko,bebichan3737,10,0.25
Kazuko,bebichan3738,10,0.25
Kazuko,bebichan3739,10,0.25
Kazuko,bebichan3740,10,0.25
Kazuko,bebichan3741,10,0.25
Kazuko,bebichan3742,10,0.25
Kazuko,bebichan3743,10,0.25
Kazuko,bebichan3744,10,0.25
Kazuko,bebichan3745,10,0.25
Kazuko,bebichan3746,10,0.25
Kazuko,bebichan3747,12,0.25
Kazuko,bebichan3748,12,0.25
Kazuko,bebichan3749,10,0.25
Kazuko,bebichan3750,10,0.25
Kazuko,bebichan3751,10,0.25
Kazuko,bebichan3752,10,0.25
Kazuko,bebichan3753,10,0.25
Kazuko,bebichan3754,12,0.25
Kazuko,bebichan3755,12,0.25
Kazuko,bebichan3756,10,0.25
Kazuko,bebichan3757,8,0.25
Kazuko,bebichan3758,12,0.25
Kazuko,bebichan3759,8,0.25
Kazuko,bebichan3760,12,0.25
Kazuko,bebichan3761,7,0.25
Kazuko,bebichan3807,1,0.25
Kazuko,booshi3253,23,0.25
Kazuko,booshi3254,27,0.25
Kazuko,booshi3255,20,0.25
Kazuko,booshi3256,27,0.25
Kazuko,booshi3257,20,0.25
Kazuko,booshi3258,20,0.25
Kazuko,booshi3259,27,0.25
Kazuko,booshi3260,27,0.25
Kazuko,booshi3261,27,0.25
Kazuko,booshi3763,1,0.25
Kazuko,bubu1411,19,0.25
Kazuko,bubu1412,19,0.25
Kazuko,bubu3262,17,0.25
Kazuko,bubu3263,17,0.25
Kazuko,bubu3264,17,0.25
Kazuko,bubu3265,17,0.25
Kazuko,bubu3266,17,0.25
Kazuko,bubu3267,17,0.25
Kazuko,bubu3268,14,0.25
Kazuko,bubu3269,14,0.25
Kazuko,bubu3270,14,0.25
Kazuko,bubu3271,17,0.25
Kazuko,buta/bubu1413,19,0.25
Kazuko,buta/bubu3272,14,0.25
Kazuko,buta/bubu3273,14,0.25
Kazuko,dakko4390,1,0.25
Kazuko,dakko4391,1,0.25
Kazuko,denwa3274,15,0.25
Kazuko,denwa3275,13,0.25
Kazuko,denwa3276,10,0.25
Kazuko,denwa3277,8,0.25
Kazuko,denwa3278,7,0.25
Kazuko,doozo3279,24,0.25
Kazuko,doozo3280,16,0.25
Kazuko,doozo3281,7,0.25
Kazuko,doozo3282,1,0.25
Kazuko,gotogoto3833,6,0.25
Kazuko,hai1414,29,0.25
Kazuko,hai1415,29,0.25
Kazuko,hai1416,18,0.25
Kazuko,hai1417,29,0.25
Kazuko,hai1418,18,0.25
Kazuko,hai3283,18,0.25
Kazuko,haro:1419,29,0.25
Kazuko,haro:2113,36,0.25
Kazuko,haro:2114,36,0.25
Kazuko,haro:2115,17,0.25
Kazuko,haro:3284,11,0.25
Kazuko,haro:3285,22,0.25
Kazuko,haro:3286,20,0.25
Kazuko,haro:3287,20,0.25
Kazuko,haro:3288,20,0.25
Kazuko,haro:3289,20,0.25
Kazuko,haro:3290,20,0.25
Kazuko,haro:3291,28,0.25
Kazuko,haro:3292,20,0.25
Kazuko,haro:3293,20,0.25
Kazuko,haro:4098,6,0.25
Kazuko,haro:4099,6,0.25
Kazuko,haro:4100,6,0.25
Kazuko,hito1420,18,0.25
Kazuko,hito1421,18,0.25
Kazuko,inai1422,17,0.25
Kazuko,jaa1423,20,0.25
Kazuko,kuchi3294,16,0.25
Kazuko,kuchi3765,14,0.25
Kazuko,kumachan3766,4,0.25
Kazuko,kumachan3767,12,0.25
Kazuko,kumachan3768,4,0.25
Kazuko,kumachan3769,12,0.25
Kazuko,kumachan4501,5,0.25
Kazuko,kumachan4502,1,0.25
Kazuko,kumo3295,14,0.25
Kazuko,kumo3296,10,0.25
Kazuko,kumo3297,1,0.25
Kazuko,kushi3298,19,0.25
Kazuko,mimi*3300,11,0.25
Kazuko,mimi*3301,11,0.25
Kazuko,mimi*3533,9,0.25
Kazuko,mimi*3534,10,0.25
Kazuko,mimi*3774,11,0.25
Kazuko,mimi*3775,11,0.25
Kazuko,mimichan*3299,14,0.25
Kazuko,mimichan*3770,11,0.25
Kazuko,mimichan*3771,11,0.25
Kazuko,mimichan*3772,11,0.25
Kazuko,mimichan*3773,11,0.25
Kazuko,mimichan*4503,3,0.25
Kazuko,nai1424,5,0.25
Kazuko,nai3302,13,0.25
Kazuko,nai3303,15,0.25
Kazuko,nai3955,6,0.25
Kazuko,nenne4393,3,0.25
Kazuko,nenne4394,3,0.25
Kazuko,nenne4395,3,0.25
Kazuko,nenne4396,3,0.25
Kazuko,nenne4397,3,0.25
Kazuko,nenne4398,3,0.25
Kazuko,nenne4399,3,0.25
Kazuko,nenne4400,3,0.25
Kazuko,nenne4401,3,0.25
Kazuko,nenne4402,3,0.25
Kazuko,nyannyan3304,15,0.25
Kazuko,nyannyan3305,13,0.25
Kazuko,nyannyan3306,15,0.25
Kazuko,nyannyan3307,4,0.25
Kazuko,nyannyan3308,15,0.25
Kazuko,nyannyan3309,13,0.25
Kazuko,nyannyan3310,15,0.25
Kazuko,nyannyan3311,15,0.25
Kazuko,nyannyan3776,3,0.25
Kazuko,nyannyan4403,3,0.25
Kazuko,obaachama3312,20,0.25
Kazuko,obaachama3808,2,0.25
Kazuko,obaachama4504,6,0.25
Kazuko,oheso2116,31,0.25
Kazuko,oheso2117,28,0.25
Kazuko,oheso2118,28,0.25
Kazuko,oheso3313,27,0.25
Kazuko,oheso3535,9,0.25
Kazuko,oheso3536,10,0.25
Kazuko,oheso3537,15,0.25
Kazuko,oheso3538,4,0.25
Kazuko,oheso3539,10,0.25
Kazuko,oheso3540,4,0.25
Kazuko,oheso3778,7,0.25
Kazuko,oheso3779,7,0.25
Kazuko,omeme3314,9,0.25
Kazuko,omeme3541,2,0.25
Kazuko,omeme3542,9,0.25
Kazuko,omeme3543,10,0.25
Kazuko,omeme3544,10,0.25
Kazuko,omeme3545,9,0.25
Kazuko,omeme3546,10,0.25
Kazuko,omeme3547,10,0.25
Kazuko,omutsu2119,19,0.25
Kazuko,omutsu3548,19,0.25
Kazuko,omutsu3549,16,0.25
Kazuko,oningyo-chan2120,5,0.25
Kazuko,oningyo-chan3550,2,0.25
Kazuko,osara3551,8,0.25
Kazuko,ouma-chan2121,30,0.25
Kazuko,ouma-chan2122,30,0.25
Kazuko,ouma-chan2123,30,0.25
Kazuko,ouma-chan2124,3,0.25
Kazuko,ouma-chan3315,8,0.25
Kazuko,ouma-chan3316,8,0.25
Kazuko,ouma-chan3552,9,0.25
Kazuko,ouma-chan3553,18,0.25
Kazuko,ouma-chan3554,18,0.25
Kazuko,ouma-chan3555,15,0.25
Kazuko,ouma-chan3556,15,0.25
Kazuko,ouma-chan3557,17,0.25
Kazuko,ouma-chan3558,17,0.25
Kazuko,ouma-chan3559,16,0.25
Kazuko,ouma-chan3560,17,0.25
Kazuko,ouma-chan3561,17,0.25
Kazuko,ouma-chan3562,16,0.25
Kazuko,ouma-chan3563,18,0.25
Kazuko,ouma-chan3564,16,0.25
Kazuko,ouma-chan3842,2,0.25
Kazuko,ouma-chan3843,2,0.25
Kazuko,ouma-chan4479,4,0.25
Kazuko,ouma-chan4480,4,0.25
Kazuko,ouma-chan4481,5,0.25
Kazuko,ouma-chan4482,3,0.25
Laurent,Didier2323,7,0.25
Laurent,Kola2330,19,0.25
Laurent,Kola2331,19,0.25
Laurent,Kola2332,19,0.25
Laurent,Kola2333,18,0.25
Laurent,Kola2334,19,0.25
Laurent,allo1776,24,0.25
Laurent,allo2297,19,0.25
Laurent,allo3594,3,0.25
Laurent,aîe16,24,0.25
Laurent,aîe1775,23,0.25
Laurent,aîe288,18,0.25
Laurent,aîe289,18,0.25
Laurent,ballon2298,24,0.25
Laurent,ballon290,12,0.25
Laurent,boire3595,7,0.25
Laurent,brosse2300,26,0.25
Laurent,brosse2301,24,0.25
Laurent,bébé2299,19,0.25
Laurent,caca2302,14,0.25
Laurent,canard coincoin2303,14,0.25
Laurent,canard coincoin2304,19,0.25
Laurent,canard coincoin3812,1,0.25
Laurent,canard dans l'eau4514,1,0.25
Laurent,chapeau2305,26,0.25
Laurent,chapeau2306,19,0.25
Laurent,chapeau2307,18,0.25
Laurent,chapeau2308,22,0.25
Laurent,chapeau2309,26,0.25
Laurent,chapeau2310,26,0.25
Laurent,chapeau3458,8,0.25
Laurent,chapeau3596,9,0.25
Laurent,chapeau3597,4,0.25
Laurent,chapeau3598,9,0.25
Laurent,chaussures2311,24,0.25
Laurent,coucou là3599,5,0.25
Laurent,coucou2312,14,0.25
Laurent,coucou2313,14,0.25
Laurent,coucou2314,14,0.25
Laurent,coucou2315,21,0.25
Laurent,cuillère2316,19,0.25
Laurent,cuillère2317,20,0.25
Laurent,cuillère3814,3,0.25
Laurent,de l'eau2318,20,0.25
Laurent,de l'eau2319,1,0.25
Laurent,de l'eau2320,20,0.25
Laurent,de l'eau2321,26,0.25
Laurent,de l'eau2322,20,0.25
Laurent,de l'eau3600,2,0.25
Laurent,de l'eau3601,2,0.25
Laurent,de l'eau3602,5,0.25
Laurent,de l'eau3816,3,0.25
Laurent,de l'eau4116,2,0.25
Laurent,dodo2324,23,0.25
Laurent,donne [nano]3603,4,0.25
Laurent,gateau2325,18,0.25
Laurent,gateau2326,18,0.25
Laurent,gateau2327,18,0.25
Laurent,gateau2328,4,0.25
Laurent,gateau291,4,0.25
Laurent,hihan1780,21,0.25
Laurent,kekette2329,14,0.25
Laurent,la dame là3817,1,0.25
Laurent,maman1777,18,0.25
Laurent,maman2335,11,0.25
Laurent,maman2336,11,0.25
Laurent,maman2337,11,0.25
Laurent,maman3818,5,0.25
Laurent,miam2347,3,0.25
Laurent,miam2348,11,0.25
Laurent,miam2349,11,0.25
Laurent,miam2350,6,0.25
Laurent,miam298,5,0.25
Laurent,moi1778,18,0.25
Laurent,moi2338,18,0.25
Laurent,moi2339,15,0.25
Laurent,moi3819,2,0.25
Laurent,nano2340,18,0.25
Laurent,nano2341,18,0.25
Laurent,nano2342,18,0.25
Laurent,non2343,18,0.25
Laurent,non292,17,0.25
Laurent,non293,17,0.25
Laurent,non294,17,0.25
Laurent,non295,17,0.25
Laurent,papa2344,15,0.25
Laurent,papa2345,18,0.25
Laurent,tiens296,23,0.25
Laurent,tiens297,23,0.25
Laurent,voilà1779,24,0.25
Laurent,voilà2346,8,0.25
Laurent,voilà4117,2,0.25
Lewis,all gone1896,4,0.25
Lewis,all gone1897,4,0.25
Lewis,all gone1898,15,0.25
Lewis,all gone1899,4,0.25
Lewis,all gone2863,2,0.25
Lewis,all gone3982,4,0.25
Lewis,all gone4181,1,0.25
Lewis,all gone4182,7,0.25
Lewis,apple2864,12,0.25
Lewis,ball1021,22,0.25
Lewis,ball1022,22,0.25
Lewis,ball1023,22,0.25
Lewis,ball1024,25,0.25
Lewis,ball1025,22,0.25
Lewis,ball1026,22,0.25
Lewis,ball1027,22,0.25
Lewis,ball2865,13,0.25
Lewis,banana4495,1,0.25
Lewis,bricks1028,10,0.25
Lewis,bricks1900,4,0.25
Lewis,cake1029,3,0.25
Lewis,car1030,17,0.25
Lewis,car1031,22,0.25
Lewis,car1032,22,0.25
Lewis,car1033,22,0.25
Lewis,car1034,22,0.25
Lewis,chair1035,22,0.25
Lewis,choo-choo1921,1,0.25
Lewis,choo-choo2884,1,0.25
Lewis,circle2866,31,0.25
Lewis,circle2867,31,0.25
Lewis,circle2868,31,0.25
Lewis,circle2869,22,0.25
Lewis,clock1036,10,0.25
Lewis,clock1037,10,0.25
Lewis,clock1038,3,0.25
Lewis,clock1039,10,0.25
Lewis,clock1040,10,0.25
Lewis,down3921,10,0.25
Lewis,gone1041,15,0.25
Lewis,gone1042,15,0.25
Lewis,gone1043,15,0.25
Lewis,gone1044,15,0.25
Lewis,gone4183,3,0.25
Lewis,hot1045,9,0.25
Lewis,hot1046,9,0.25
Lewis,hot1047,9,0.25
Lewis,hot1048,9,0.25
Lewis,jam1049,1,0.25
Lewis,juice1050,16,0.25
Lewis,keys1052,24,0.25
Lewis,keys2870,19,0.25
Lewis,ladder2871,12,0.25
Lewis,moon3922,1,0.25
Lewis,moon3923,6,0.25
Lewis,no1053,16,0.25
Lewis,no3924,8,0.25
Lewis,oh no1901,18,0.25
Lewis,oh no1902,18,0.25
Lewis,oh no1903,18,0.25
Lewis,oh no1904,18,0.25
Lewis,oh no1905,18,0.25
Lewis,oh no1906,18,0.25
Lewis,oh no1907,18,0.25
Lewis,oh no1908,18,0.25
Lewis,oh no1909,18,0.25
Lewis,oh no1910,18,0.25
Lewis,oh no1911,18,0.25
Lewis,oh no1912,18,0.25
Lewis,oh no2872,16,0.25
Lewis,oh no2873,16,0.25
Lewis,oh no3496,6,0.25
Lewis,oh no3497,2,0.25
Lewis,shoes3925,14,0.25
Lewis,shoes3926,7,0.25
Lewis,shoes3927,14,0.25
Lewis,spade1054,22,0.25
Lewis,star1055,22,0.25
Lewis,star1056,22,0.25
Lewis,star1057,22,0.25
Lewis,star1058,22,0.25
Lewis,sun1059,22,0.25
Lewis,sun1060,22,0.25
Lewis,sun1061,22,0.25
Lewis,there1062,22,0.25
Lewis,there1063,22,0.25
Lewis,there2874,15,0.25
Lewis,tractor2875,2,0.25
Lewis,tractor2877,12,0.25
Lewis,tractor4496,1,0.25
Lewis,train1064,22,0.25
Lewis,truck2878,16,0.25
Lewis,truck2879,1,0.25
Lewis,uh-oh1913,19,0.25
Lewis,uh-oh1914,19,0.25
Lewis,uh-oh1915,19,0.25
Lewis,uh-oh1916,19,0.25
Lewis,uh-oh1917,19,0.25
Lewis,uh-oh1918,7,0.25
Lewis,uh-oh1919,19,0.25
Lewis,uh-oh1920,19,0.25
Lewis,uh-oh2881,17,0.25
Lewis,uh-oh2882,3,0.25
Lewis,uh-oh2883,17,0.25
Lewis,uh-oh3660,5,0.25
Lewis,whee1922,4,0.25
Lewis,woof woof3499,5,0.25
Lewis,woof woof4185,1,0.25
Mira,Muumi/Moomin3055,2,0.25
Mira,Muumi/Moomin4294,1,0.25
Mira,Muumi/Moomin4295,1,0.25
Mira,Muumi/Moomin4296,1,0.25
Mira,Muumi/Moomin4297,1,0.25
Mira,Muumi/Moomin4298,1,0.25
Mira,Muumi/Moomin4299,1,0.25
Mira,Muumi/Moomin4300,1,0.25
Mira,Muumi/Moomin4301,1,0.25
Mira,Muumi/Moomin4302,1,0.25
Mira,Muumi/Moomin4303,1,0.25
Mira,Myy1291,1,0.25
Mira,[Muumi]pappa4304,1,0.25
Mira,ei81,4,0.25
Mira,ei82,4,0.25
Mira,häntä4286,2,0.25
Mira,häntä4287,2,0.25
Mira,häntä4288,2,0.25
