"I want it2296" "I want it2297" "all gone2302" "all gone2303" "all gone2304" "all gone2305" "all gone2306" "baby3105" "byebye2277" "byebye2278" "byebye2279" "car1865" "car2282" "car2283" "car2691" "car3325" "cheers2280" "cheers2281" "choochoo2313" "choochoo2314" "doggie2315" "don't1866" "foot2275" "foot2276" "foot3549" "hello1870" "here2298" "here2299" "hold me2284" "hold me2285" "hold me3326" "hot3550" "hot3551" "hot3552" "juice2291" "juice2292" "juice2293" "juice2294" "juice2295" "jump1867" "jump1868" "jump1869" "jump2289" "jump2290" "mummy2301" "ouch2908" "ouch2909" "ouch2910" "ouch2911" "ouch3106" "please2287" "shoes3330" "shoes3331" "take off clothes2312" "telephone2286" "this2300" "where2288"
"doggie2315" 15.3637079597312 15.7759604954159 11.6348132579692 12.5077966041766 12.5077966041766 11.6348132579692 12.1381949462622 11.9660694830996 9.07947366142827 9.07947366142827 3 8.80379182293118 9.22575296650935 10.3126811584347 8.5281099844341 11.9079007861745 10.8605251479917 10.8605251479917 9.99714227381436 9.07947366142827 0 7.91812091507085 11.6780854385963 9.97000316117967 16.7799989178638 10.3126811584347 11.541662601625 10.9708313008125 18.3624268125439 13.3024591122062 15.1961435398891 17.0754604957877 17.0754604957877 17.0754604957877 18.0969271979139 11.8453377549984 18.0969271979139 18.0969271979139 18.0969271979139 19.1616630548397 25.1616630548397 21.8763459316238 15.1381949462622 11.3193594541848 3 10.8865543821633 10.8865543821633 10.5848433094946 10.5848433094946 13.398086411557 17.7952161252452 14.8582873919804 14.8582873919804 10.0814616212016 10.8605251479917 11.1035848801599 12.0916196180901
"don't1866" 11.0341450044831 11.4463975401678 6.16227766016838 8.99070478491457 8.99070478491457 6.16227766016838 7.12310562561766 8.63645609597916 5.47417843581078 5.47417843581078 4.91812091507085 2.64575131106459 5.56486372683627 4.15331193145904 2.64575131106459 8.30260556055697 6.95153275036385 6.95153275036385 6.16227766016838 5.47417843581078 7.91812091507085 0 7.34663068717289 5.33833371463184 11.8558206371204 5.02493781056044 7.78876074535498 7.16471835856683 13.5560547348036 10.5732804798704 11.2158252756666 12.1512822150444 12.1512822150444 12.1512822150444 12.5933699066631 7.13938769133981 12.5933699066631 12.5933699066631 12.5933699066631 12.6999253709627 18.6999253709627 15.4146082477468 10.1231056256177 7.12310562561766 4.91812091507085 5.96237610141999 5.96237610141999 5.80802897123297 5.80802897123297 8.96237610141999 12.4390227764761 11.1053855357104 11.1053855357104 3.16227766016838 6.95153275036385 7.673698073716 7.43973041597306
"foot2275" 7.12872438455077 7.54097692023553 6.81237103754723 9.64079816229342 9.64079816229342 6.81237103754723 6.10166535150819 8.82619416066613 6.83548937575156 6.83548937575156 8.67808543859633 6.76405499221705 7.44847790751248 5.80543625736616 5.59248211696324 9.66391650049776 5.99776703591994 5.99776703591994 7.12976490129224 6.83548937575156 11.6780854385963 7.34663068717289 0 5.2962196605968 10.4654312378629 5.4566373957843 5.06018436777167 5.78441732620601 8.98054129085316 4.25671281045476 5.06018436777167 10.7608928157869 10.7608928157869 10.7608928157869 10.0594767282747 4.00665927567458 10.0594767282747 10.0594767282747 10.0594767282747 14.5031523977305 20.5031523977305 17.2178352745146 9.10166535150819 6.16893693584296 8.67808543859633 4.57198670216246 4.57198670216246 4.25671281045476 4.25671281045476 9.0844396064414 9.744202836567 8.37680915812707 8.37680915812707 6.63703833842447 5.99776703591994 5.97933018149427 4.90583723758465
"foot2276" 8.1854323697616 8.59768490544635 6.20156211871642 9.02998924346261 9.02998924346261 6.20156211871642 6.3638397788848 6.3638397788848 6.02998924346261 6.02998924346261 6.97000316117967 5.52100952831344 5.52100952831344 5.56486372683627 2.69258240356725 8.8584163682088 6.3638397788848 6.3638397788848 6.04138126514911 6.02998924346261 9.97000316117967 5.33833371463184 5.2962196605968 0 8.18473238317834 5.89414452228368 6.35800605550451 5.3166247903554 12.7483962574832 8.15685424949238 9.1864331802507 8.48019396110233 8.48019396110233 8.48019396110233 10.6072049983363 5.19549052587551 10.6072049983363 10.6072049983363 10.6072049983363 14.4316798090807 20.4316798090807 17.1463626858648 9.3638397788848 6.20365892531749 6.97000316117967 2.29128784747792 2.29128784747792 2.5 2.5 6.51818690907182 10.8159171508584 9.67463084585991 9.67463084585991 5.69258240356725 6.3638397788848 6.6332495807108 6.20365892531749
"foot3549" 10.0804895351832 9.91818690907182 12.0557221958688 14.884149320615 14.884149320615 12.0557221958688 12.2179998560372 12.3723469862242 12.038496450802 12.038496450802 13.7799989178638 12.038496450802 11.9401289055174 12.0823506493248 9.21006932605582 12.038496450802 12.3723469862242 12.3723469862242 12.0557221958688 12.038496450802 16.7799989178638 11.8558206371204 10.4654312378629 8.18473238317834 0 12.4116314447722 12.038496450802 12.2514505912049 15.9287849099352 12.5502987851928 11.0621011195836 3.7 3.7 3.7 9.05572219586881 10.2611179127488 9.05572219586881 9.05572219586881 9.05572219586881 17.7948196013822 23.7948196013822 22.173609461933 14.0275225505844 12.2179998560372 13.7799989178638 5.89344453570043 5.89344453570043 6.89344453570043 6.89344453570043 12.3723469862242 10.0557221958688 11.5502987851928 11.5502987851928 12.2100693260558 12.3723469862242 12.9849865436912 11.884149320615
"hello1870" 6.00920719392265 6.4214597296074 7.82182538049648 10.6502525052427 10.6502525052427 7.82182538049648 6.90512483795333 9.19226690363099 6.98173905620523 6.98173905620523 7.31268115843472 4.15331193145904 7.05148134710793 3.74165738677394 3.20156211871642 9.81016618095142 6.73355196269952 6.73355196269952 7.03112887414927 6.98173905620523 10.3126811584347 5.02493781056044 5.4566373957843 5.89414452228368 12.4116314447722 0 5.8166247903554 5.19258240356725 11.666061443415 8.68328718848182 9.32583198427805 12.7070930226962 12.7070930226962 12.7070930226962 12.3753891189988 5.78368022200539 12.3753891189988 12.3753891189988 12.3753891189988 12.4819445832984 18.4819445832984 15.1966274600825 9.90512483795333 6.90512483795333 7.31268115843472 6.51818690907182 6.51818690907182 6.3638397788848 6.3638397788848 9.51818690907182 12.2210419888118 9.1332495807108 9.1332495807108 4.82182538049648 6.73355196269952 5.70156211871642 7.22174962830873
"here2298" 8.02100952831344 8.43326206399819 8.48528137423857 11.3137084989848 11.3137084989848 8.48528137423857 7.24264068711928 9.79552724087918 6.6332495807108 6.6332495807108 8.54166260162505 6.6332495807108 7.81024967590665 6.51818690907182 6.6332495807108 9.46167670545699 6.3166247903554 6.3166247903554 6.32455532033676 6.6332495807108 11.541662601625 7.78876074535498 5.06018436777167 6.35800605550451 12.038496450802 5.8166247903554 0 2.29128784747792 12.7783014958124 9.14505191510159 6.6332495807108 12.333958028726 12.333958028726 12.333958028726 10.9820666154362 2.85657137141714 10.9820666154362 10.9820666154362 10.9820666154362 14.8934445357004 20.8934445357004 17.6081274124846 10.2426406871193 6.16227766016838 8.54166260162505 6.14505191510159 6.14505191510159 6.3166247903554 6.3166247903554 10.8758902678301 11.1536394906901 3.3166247903554 3.3166247903554 7.55926547747468 6.3166247903554 3.20156211871642 3
"here2299" 8.23396366871636 8.64621620440111 8.01755790475466 10.8459850295009 10.8459850295009 8.01755790475466 6.77491721763537 9.6804645692402 6.51818690907182 6.51818690907182 7.97083130081252 6.00920719392265 7.36922645309108 5.89414452228368 6.00920719392265 9.34661403381801 6.20156211871642 6.20156211871642 6.20365892531749 6.51818690907182 10.9708313008125 7.16471835856683 5.78441732620601 5.3166247903554 12.2514505912049 5.19258240356725 2.29128784747792 0 12.6632388241734 9.34661403381801 8.92453742818872 12.5469121691289 12.5469121691289 12.5469121691289 11.1950207558392 3.68438852024427 11.1950207558392 11.1950207558392 11.1950207558392 14.2694021489123 20.2694021489123 16.9840850256964 9.77491721763537 6.04138126514911 7.97083130081252 6.35800605550451 6.35800605550451 6.51818690907182 6.51818690907182 10.4081667983462 11.3552016094065 5.60791263783332 5.60791263783332 6.93522309068654 6.20156211871642 2.64575131106459 5.29128784747792
"hold me2284" 11.879015583818 11.0826287507332 13.8910186075164 16.7194457322626 16.7194457322626 13.8910186075164 13.1803129214774 16.1357567000162 14.1450519151016 14.1450519151016 15.3624268125439 12.9734790398478 14.6890556604191 12.0148603049969 11.801906164594 16.9734790398478 13.30732957527 13.30732957527 14.3912631663369 14.1450519151016 18.3624268125439 13.5560547348036 8.98054129085316 12.7483962574832 15.9287849099352 11.666061443415 12.7783014958124 12.6632388241734 0 12.1357567000162 12.7783014958124 15.7901038302032 15.7901038302032 15.7901038302032 15.522830400347 12.1583704664508 15.522830400347 15.522830400347 15.522830400347 20.7125764453612 26.7125764453612 23.4272593221453 13.0259657912904 13.4304352008876 15.3624268125439 12.2901038302032 12.2901038302032 12.1357567000162 12.1357567000162 16.1630871764106 15.36848327016 16.0949262861678 16.0949262861678 12.8464623860552 13.30732957527 12.5030579706061 12.6239543656254
"hold me2285" 9.21359193188069 9.62584446756545 9.3471617820182 6.51873465727201 6.51873465727201 9.3471617820182 8.63645609597916 11.9814095698291 9.99070478491457 9.99070478491457 12.2579028907449 9.99070478491457 10.3019911161214 9.03208605006368 8.81913190966076 12.8191319096608 9.15298244508295 9.15298244508295 10.2681575407193 9.99070478491457 13.3024591122062 10.5732804798704 4.25671281045476 8.15685424949238 12.5502987851928 8.68328718848182 9.14505191510159 9.34661403381801 12.1357567000162 0 9.14505191510159 12.8457603631168 12.8457603631168 12.8457603631168 12.1443442756046 7.57864597783704 12.1443442756046 12.1443442756046 12.1443442756046 17.729802190428 23.729802190428 20.4444850672121 11.6364560959792 9.30732957526997 12.2579028907449 6.65685424949238 6.65685424949238 5.65685424949238 5.65685424949238 11.6192303509124 11.1443442756046 12.461676705457 12.461676705457 9.86368813112199 9.15298244508295 9.49915388135127 8.99070478491457
"hold me3326" 11.5302167222361 11.9424692579208 11.4322488236821 14.2606759484283 14.2606759484283 11.4322488236821 10.7215431376431 12.6239543656254 10.6332495807108 10.6332495807108 12.1961435398891 10.6332495807108 11.4937515009675 9.67463084585991 9.46167670545699 10.6332495807108 9.79552724087918 9.79552724087918 10.6020080761414 10.6332495807108 15.1961435398891 11.2158252756666 5.06018436777167 9.1864331802507 11.0621011195836 9.32583198427805 6.6332495807108 8.92453742818872 12.7783014958124 9.14505191510159 0 11.3575626975076 11.3575626975076 11.3575626975076 14.46096906596 7.75156975173855 14.46096906596 14.46096906596 14.46096906596 16.2983628829881 22.2983628829881 19.5967897165879 13.7215431376431 9.64118011069216 12.1961435398891 8.97347903984778 8.97347903984778 9.14505191510159 9.14505191510159 13.7043173925763 14.6325419412138 3.3166247903554 3.3166247903554 10.5062329269182 9.79552724087918 9.83481169942722 6.47890245052378
"hot3550" 7.51818690907182 8.77428974360752 12.3511837737928 15.179610898539 15.179610898539 12.3511837737928 12.5134614339612 12.6678085641482 12.333958028726 12.333958028726 14.0754604957877 12.333958028726 12.2355904834414 12.3778122272488 9.50553090397981 12.333958028726 12.6678085641482 12.6678085641482 12.3511837737928 12.333958028726 17.0754604957877 12.1512822150444 10.7608928157869 8.48019396110233 3.7 12.7070930226962 12.333958028726 12.5469121691289 15.7901038302032 12.8457603631168 11.3575626975076 0 0 0 12.7557221958688 10.5565794906728 12.7557221958688 12.7557221958688 12.7557221958688 18.0902811793062 24.0902811793062 22.469071039857 12.8427422294086 12.5134614339612 14.0754604957877 6.18890611362441 6.18890611362441 7.18890611362441 7.18890611362441 12.6678085641482 13.7557221958688 11.8457603631168 11.8457603631168 12.5055309039798 12.6678085641482 13.2804481216152 12.179610898539
"hot3551" 7.51818690907182 8.77428974360752 12.3511837737928 15.179610898539 15.179610898539 12.3511837737928 12.5134614339612 12.6678085641482 12.333958028726 12.333958028726 14.0754604957877 12.333958028726 12.2355904834414 12.3778122272488 9.50553090397981 12.333958028726 12.6678085641482 12.6678085641482 12.3511837737928 12.333958028726 17.0754604957877 12.1512822150444 10.7608928157869 8.48019396110233 3.7 12.7070930226962 12.333958028726 12.5469121691289 15.7901038302032 12.8457603631168 11.3575626975076 0 0 0 12.7557221958688 10.5565794906728 12.7557221958688 12.7557221958688 12.7557221958688 18.0902811793062 24.0902811793062 22.469071039857 12.8427422294086 12.5134614339612 14.0754604957877 6.18890611362441 6.18890611362441 7.18890611362441 7.18890611362441 12.6678085641482 13.7557221958688 11.8457603631168 11.8457603631168 12.5055309039798 12.6678085641482 13.2804481216152 12.179610898539
"hot3552" 7.51818690907182 8.77428974360752 12.3511837737928 15.179610898539 15.179610898539 12.3511837737928 12.5134614339612 12.6678085641482 12.333958028726 12.333958028726 14.0754604957877 12.333958028726 12.2355904834414 12.3778122272488 9.50553090397981 12.333958028726 12.6678085641482 12.6678085641482 12.3511837737928 12.333958028726 17.0754604957877 12.1512822150444 10.7608928157869 8.48019396110233 3.7 12.7070930226962 12.333958028726 12.5469121691289 15.7901038302032 12.8457603631168 11.3575626975076 0 0 0 12.7557221958688 10.5565794906728 12.7557221958688 12.7557221958688 12.7557221958688 18.0902811793062 24.0902811793062 22.469071039857 12.8427422294086 12.5134614339612 14.0754604957877 6.18890611362441 6.18890611362441 7.18890611362441 7.18890611362441 12.6678085641482 13.7557221958688 11.8457603631168 11.8457603631168 12.5055309039798 12.6678085641482 13.2804481216152 12.179610898539
"juice2291" 10.0442472094097 9.88194458329835 10.961668461923 13.7900955866692 13.7900955866692 10.961668461923 8.31591715085843 14.7948196013822 11.6325419412138 11.6325419412138 15.0969271979139 11.6325419412138 11.7093035756562 9.58829826979535 11.6325419412138 14.46096906596 8.47026428104545 8.47026428104545 11.6325419412138 11.6325419412138 18.0969271979139 12.5933699066631 10.0594767282747 10.6072049983363 9.05572219586881 12.3753891189988 10.9820666154362 11.1950207558392 15.522830400347 12.1443442756046 14.46096906596 12.7557221958688 12.7557221958688 12.7557221958688 0 8.32548475381489 0 0 0 11.8934445357004 17.8934445357004 19.7617669031746 10.1254398454057 8.31591715085843 15.0969271979139 8.31591715085843 8.31591715085843 9.31591715085843 9.31591715085843 14.7948196013822 1 14.2986914057916 14.2986914057916 11.11601559211 8.47026428104545 11.9285567083254 7.98206661543624
"juice2292" 6.9651606199414 7.37741315562615 6.82348884369279 9.65191596843898 9.65191596843898 6.82348884369279 5.15530399926267 9.10832462718277 6.01331855134916 6.01331855134916 8.84533775499839 5.94604696701439 6.66033032213868 4.96176253295548 5.87877538267963 8.84174567609535 4.75021885309085 4.75021885309085 5.67097875150313 6.01331855134916 11.8453377549984 7.13938769133981 4.00665927567458 5.19549052587551 10.2611179127488 5.78368022200539 2.85657137141714 3.68438852024427 12.1583704664508 7.57864597783704 7.75156975173855 10.5565794906728 10.5565794906728 10.5565794906728 8.32548475381489 0 8.32548475381489 8.32548475381489 8.32548475381489 13.2597670141011 19.2597670141011 15.9744498908853 8.15530399926267 4.57904895316783 8.84533775499839 4.36767337704838 4.36767337704838 4.68294726875608 4.68294726875608 9.66775690354161 8.64075864552259 6.17319616177254 6.17319616177254 6.35113211318621 4.75021885309085 4.60476172056229 3.17184526312484
"juice2293" 10.0442472094097 9.88194458329835 10.961668461923 13.7900955866692 13.7900955866692 10.961668461923 8.31591715085843 14.7948196013822 11.6325419412138 11.6325419412138 15.0969271979139 11.6325419412138 11.7093035756562 9.58829826979535 11.6325419412138 14.46096906596 8.47026428104545 8.47026428104545 11.6325419412138 11.6325419412138 18.0969271979139 12.5933699066631 10.0594767282747 10.6072049983363 9.05572219586881 12.3753891189988 10.9820666154362 11.1950207558392 15.522830400347 12.1443442756046 14.46096906596 12.7557221958688 12.7557221958688 12.7557221958688 0 8.32548475381489 0 0 0 11.8934445357004 17.8934445357004 19.7617669031746 10.1254398454057 8.31591715085843 15.0969271979139 8.31591715085843 8.31591715085843 9.31591715085843 9.31591715085843 14.7948196013822 1 14.2986914057916 14.2986914057916 11.11601559211 8.47026428104545 11.9285567083254 7.98206661543624
"juice2294" 10.0442472094097 9.88194458329835 10.961668461923 13.7900955866692 13.7900955866692 10.961668461923 8.31591715085843 14.7948196013822 11.6325419412138 11.6325419412138 15.0969271979139 11.6325419412138 11.7093035756562 9.58829826979535 11.6325419412138 14.46096906596 8.47026428104545 8.47026428104545 11.6325419412138 11.6325419412138 18.0969271979139 12.5933699066631 10.0594767282747 10.6072049983363 9.05572219586881 12.3753891189988 10.9820666154362 11.1950207558392 15.522830400347 12.1443442756046 14.46096906596 12.7557221958688 12.7557221958688 12.7557221958688 0 8.32548475381489 0 0 0 11.8934445357004 17.8934445357004 19.7617669031746 10.1254398454057 8.31591715085843 15.0969271979139 8.31591715085843 8.31591715085843 9.31591715085843 9.31591715085843 14.7948196013822 1 14.2986914057916 14.2986914057916 11.11601559211 8.47026428104545 11.9285567083254 7.98206661543624
"juice2295" 10.0442472094097 9.88194458329835 10.961668461923 13.7900955866692 13.7900955866692 10.961668461923 8.31591715085843 14.7948196013822 11.6325419412138 11.6325419412138 15.0969271979139 11.6325419412138 11.7093035756562 9.58829826979535 11.6325419412138 14.46096906596 8.47026428104545 8.47026428104545 11.6325419412138 11.6325419412138 18.0969271979139 12.5933699066631 10.0594767282747 10.6072049983363 9.05572219586881 12.3753891189988 10.9820666154362 11.1950207558392 15.522830400347 12.1443442756046 14.46096906596 12.7557221958688 12.7557221958688 12.7557221958688 0 8.32548475381489 0 0 0 11.8934445357004 17.8934445357004 19.7617669031746 10.1254398454057 8.31591715085843 15.0969271979139 8.31591715085843 8.31591715085843 9.31591715085843 9.31591715085843 14.7948196013822 1 14.2986914057916 14.2986914057916 11.11601559211 8.47026428104545 11.9285567083254 7.98206661543624
"jump1867" 18.491151777221 18.9034043129058 14.2225710564096 17.0509981811558 17.0509981811558 14.2225710564096 11.576819745345 14.2132758413242 14.5675245302596 14.5675245302596 16.1616630548397 11.7390974055134 14.4709642676287 9.69485373409492 11.7390974055134 15.6906301558773 11.4052468700912 11.4052468700912 14.8934445357004 14.5675245302596 19.1616630548397 12.6999253709627 14.5031523977305 14.4316798090807 17.7948196013822 12.4819445832984 14.8934445357004 14.2694021489123 20.7125764453612 17.729802190428 16.2983628829881 18.0902811793062 18.0902811793062 18.0902811793062 11.8934445357004 13.2597670141011 11.8934445357004 11.8934445357004 11.8934445357004 0 6 14.9013750656818 14.576819745345 11.576819745345 16.1616630548397 15.0557221958688 15.0557221958688 14.9013750656818 14.9013750656818 14.9013750656818 11.7390974055134 16.1360852228197 16.1360852228197 11.2225710564096 11.4052468700912 14.7783818640614 11.8934445357004
"jump1868" 24.491151777221 24.9034043129058 20.2225710564096 23.0509981811558 23.0509981811558 20.2225710564096 17.576819745345 20.2132758413242 20.5675245302596 20.5675245302596 22.1616630548397 17.7390974055134 20.4709642676287 15.6948537340949 17.7390974055134 21.6906301558773 17.4052468700912 17.4052468700912 20.8934445357004 20.5675245302596 25.1616630548397 18.6999253709627 20.5031523977305 20.4316798090807 23.7948196013822 18.4819445832984 20.8934445357004 20.2694021489123 26.7125764453612 23.729802190428 22.2983628829881 24.0902811793062 24.0902811793062 24.0902811793062 17.8934445357004 19.2597670141011 17.8934445357004 17.8934445357004 17.8934445357004 6 0 8.90137506568179 20.576819745345 17.576819745345 22.1616630548397 21.0557221958688 21.0557221958688 20.9013750656818 20.9013750656818 20.9013750656818 17.7390974055134 22.1360852228197 22.1360852228197 17.2225710564096 17.4052468700912 20.7783818640615 17.8934445357004
"jump1869" 21.2058346540052 21.6180871896899 16.9372539331938 19.76568105794 19.76568105794 16.9372539331938 14.2915026221292 18.7595617215968 17.2822074070438 17.2822074070438 18.8763459316238 14.4537802822976 17.1856471444129 12.4095366108791 14.4537802822976 17.2822074070438 14.1199297468754 14.1199297468754 17.6081274124846 17.2822074070438 21.8763459316238 15.4146082477468 17.2178352745146 17.1463626858648 22.173609461933 15.1966274600825 17.6081274124846 16.9840850256964 23.4272593221453 20.4444850672121 19.5967897165879 22.469071039857 22.469071039857 22.469071039857 19.7617669031746 15.9744498908853 19.7617669031746 19.7617669031746 19.7617669031746 14.9013750656818 8.90137506568179 0 17.2915026221292 14.2915026221292 18.8763459316238 17.770405072653 17.770405072653 17.6160579424659 17.6160579424659 19.2801649262326 19.6074197729876 19.4345120564196 19.4345120564196 13.9372539331938 14.1199297468754 17.4930647408456 14.6081274124846
"jump2289" 10.1087837632708 10.0740617737963 5.64575131106459 8.47417843581078 8.47417843581078 5.64575131106459 3 13.4476609459544 10.285383285786 10.285383285786 12.1381949462622 9.16227766016838 10.2326909928657 7.11803398874989 9.16227766016838 13.1138104105322 7.12310562561766 7.12310562561766 10.788760745355 10.285383285786 15.1381949462622 10.1231056256177 9.10166535150819 9.3638397788848 14.0275225505844 9.90512483795333 10.2426406871193 9.77491721763537 13.0259657912904 11.6364560959792 13.7215431376431 12.8427422294086 12.8427422294086 12.8427422294086 10.1254398454057 8.15530399926267 10.1254398454057 10.1254398454057 10.1254398454057 14.576819745345 20.576819745345 17.2915026221292 0 7.47213595499958 12.1381949462622 9.32455532033676 9.32455532033676 8.80802897123297 8.80802897123297 9.47890245052378 9.60891349630188 13.5592654774747 13.5592654774747 8.64575131106459 7.12310562561766 9.90512483795333 7.24264068711928
"jump2290" 9.75998490168896 10.1722374373737 7.11788726606417 9.94631439081036 9.94631439081036 7.11788726606417 4.47213595499958 7.32455532033676 4.16227766016838 4.16227766016838 8.31935945418476 6.16227766016838 5.00433775644842 4.11803398874989 6.16227766016838 6.99070478491457 1 1 3.3166247903554 4.16227766016838 11.3193594541848 7.12310562561766 6.16893693584296 6.20365892531749 12.2179998560372 6.90512483795333 6.16227766016838 6.04138126514911 13.4304352008876 9.30732957526997 9.64118011069216 12.5134614339612 12.5134614339612 12.5134614339612 8.31591715085843 4.57904895316783 8.31591715085843 8.31591715085843 8.31591715085843 11.576819745345 17.576819745345 14.2915026221292 7.47213595499958 0 8.31935945418476 6.32455532033676 6.32455532033676 6.47890245052378 6.47890245052378 10.9510384055234 8.47026428104545 9.47890245052378 9.47890245052378 5.64575131106459 1 7.27200187265877 3.16227766016838
"mummy2301" 12.3637079597312 12.7759604954159 8.63481325796916 11.4632403827154 11.4632403827154 8.63481325796916 9.13819494626216 8.96606948309956 6.07947366142827 6.07947366142827 0 5.80379182293118 6.22575296650935 7.31268115843472 5.5281099844341 8.90790078617446 7.86052514799171 7.86052514799171 6.99714227381436 6.07947366142827 3 4.91812091507085 8.67808543859633 6.97000316117967 13.7799989178638 7.31268115843472 8.54166260162505 7.97083130081252 15.3624268125439 12.2579028907449 12.1961435398891 14.0754604957877 14.0754604957877 14.0754604957877 15.0969271979139 8.84533775499839 15.0969271979139 15.0969271979139 15.0969271979139 16.1616630548397 22.1616630548397 18.8763459316238 12.1381949462622 8.31935945418476 0 7.88655438216333 7.88655438216333 7.58484330949463 7.58484330949463 10.398086411557 14.7952161252452 11.8582873919804 11.8582873919804 7.08146162120163 7.86052514799171 8.10358488015988 9.0916196180901
"ouch2908" 5.89414452228368 6.30639705796843 6.16227766016838 8.99070478491457 8.99070478491457 6.16227766016838 6.32455532033676 6.47890245052378 6.14505191510159 6.14505191510159 7.88655438216333 6.14505191510159 6.04668436981694 6.18890611362441 3.3166247903554 8.97347903984778 6.47890245052378 6.47890245052378 6.16227766016838 6.14505191510159 10.8865543821633 5.96237610141999 4.57198670216246 2.29128784747792 5.89344453570043 6.51818690907182 6.14505191510159 6.35800605550451 12.2901038302032 6.65685424949238 8.97347903984778 6.18890611362441 6.18890611362441 6.18890611362441 8.31591715085843 4.36767337704838 8.31591715085843 8.31591715085843 8.31591715085843 15.0557221958688 21.0557221958688 17.770405072653 9.32455532033676 6.32455532033676 7.88655438216333 0 0 1 1 6.47890245052378 9.31591715085843 9.46167670545699 9.46167670545699 6.3166247903554 6.47890245052378 7.09154200799077 5.99070478491457
"ouch2909" 5.89414452228368 6.30639705796843 6.16227766016838 8.99070478491457 8.99070478491457 6.16227766016838 6.32455532033676 6.47890245052378 6.14505191510159 6.14505191510159 7.88655438216333 6.14505191510159 6.04668436981694 6.18890611362441 3.3166247903554 8.97347903984778 6.47890245052378 6.47890245052378 6.16227766016838 6.14505191510159 10.8865543821633 5.96237610141999 4.57198670216246 2.29128784747792 5.89344453570043 6.51818690907182 6.14505191510159 6.35800605550451 12.2901038302032 6.65685424949238 8.97347903984778 6.18890611362441 6.18890611362441 6.18890611362441 8.31591715085843 4.36767337704838 8.31591715085843 8.31591715085843 8.31591715085843 15.0557221958688 21.0557221958688 17.770405072653 9.32455532033676 6.32455532033676 7.88655438216333 0 0 1 1 6.47890245052378 9.31591715085843 9.46167670545699 9.46167670545699 6.3166247903554 6.47890245052378 7.09154200799077 5.99070478491457
"ouch2910" 6.89414452228368 7.30639705796843 5.64575131106459 8.47417843581078 8.47417843581078 5.64575131106459 5.80802897123297 6.32455532033676 5.99070478491457 5.99070478491457 7.58484330949463 5.99070478491457 5.89414452228368 6.03455898343739 3.16227766016838 8.81913190966076 6.32455532033676 6.32455532033676 6.3166247903554 5.99070478491457 10.5848433094946 5.80802897123297 4.25671281045476 2.5 6.89344453570043 6.3638397788848 6.3166247903554 6.51818690907182 12.1357567000162 5.65685424949238 9.14505191510159 7.18890611362441 7.18890611362441 7.18890611362441 9.31591715085843 4.68294726875608 9.31591715085843 9.31591715085843 9.31591715085843 14.9013750656818 20.9013750656818 17.6160579424659 8.80802897123297 6.47890245052378 7.58484330949463 1 1 0 0 5.96237610141999 8.31591715085843 9.6332495807108 9.6332495807108 6.16227766016838 6.32455532033676 6.67072675660508 6.16227766016838
"ouch2911" 6.89414452228368 7.30639705796843 5.64575131106459 8.47417843581078 8.47417843581078 5.64575131106459 5.80802897123297 6.32455532033676 5.99070478491457 5.99070478491457 7.58484330949463 5.99070478491457 5.89414452228368 6.03455898343739 3.16227766016838 8.81913190966076 6.32455532033676 6.32455532033676 6.3166247903554 5.99070478491457 10.5848433094946 5.80802897123297 4.25671281045476 2.5 6.89344453570043 6.3638397788848 6.3166247903554 6.51818690907182 12.1357567000162 5.65685424949238 9.14505191510159 7.18890611362441 7.18890611362441 7.18890611362441 9.31591715085843 4.68294726875608 9.31591715085843 9.31591715085843 9.31591715085843 14.9013750656818 20.9013750656818 17.6160579424659 8.80802897123297 6.47890245052378 7.58484330949463 1 1 0 0 5.96237610141999 8.31591715085843 9.6332495807108 9.6332495807108 6.16227766016838 6.32455532033676 6.67072675660508 6.16227766016838
"ouch3106" 12.3730469728075 12.7852995084922 6.3166247903554 9.14505191510159 9.14505191510159 6.3166247903554 6.47890245052378 5.12310562561766 10.2681575407193 10.2681575407193 10.398086411557 9.14505191510159 10.0403360680719 9.18890611362441 6.3166247903554 13.0965846654654 10.6020080761414 10.6020080761414 10.788760745355 10.2681575407193 13.398086411557 8.96237610141999 9.0844396064414 6.51818690907182 12.3723469862242 9.51818690907182 10.8758902678301 10.4081667983462 16.1630871764106 11.6192303509124 13.7043173925763 12.6678085641482 12.6678085641482 12.6678085641482 14.7948196013822 9.66775690354161 14.7948196013822 14.7948196013822 14.7948196013822 14.9013750656818 20.9013750656818 19.2801649262326 9.47890245052378 10.9510384055234 10.398086411557 6.47890245052378 6.47890245052378 5.96237610141999 5.96237610141999 0 14.2782932522784 14.1925150581855 14.1925150581855 9.3166247903554 10.6020080761414 10.5383744186641 10.7215431376431
