gloss1,gloss2,Speaker,word_pair,distance,distance_norm,data_type
isi1139,isi1140,Atte,isi1139_isi1140,0,0,target
pupu277,kaksi1397,Atte,kaksi1397_pupu277,9.833004416773464,0.665592752109048,target
ääni1092,kaksi1397,Atte,ääni1092_kaksi1397,9.834811699427224,0.6657150864622496,target
äiti1093,kaksi1397,Atte,äiti1093_kaksi1397,7.7512835694606945,0.524681770159104,target
äiti1094,kaksi1397,Atte,äiti1094_kaksi1397,7.7512835694606945,0.524681770159104,target
äiti1095,kaksi1397,Atte,äiti1095_kaksi1397,7.7512835694606945,0.524681770159104,target
äiti1096,kaksi1397,Atte,äiti1096_kaksi1397,7.7512835694606945,0.524681770159104,target
äiti1097,kaksi1397,Atte,äiti1097_kaksi1397,7.7512835694606945,0.524681770159104,target
äiti1098,kaksi1397,Atte,äiti1098_kaksi1397,7.7512835694606945,0.524681770159104,target
äiti1099,kaksi1397,Atte,äiti1099_kaksi1397,7.7512835694606945,0.524681770159104,target
äiti1100,kaksi1397,Atte,äiti1100_kaksi1397,7.7512835694606945,0.524681770159104,target
äiti1101,kaksi1397,Atte,äiti1101_kaksi1397,7.7512835694606945,0.524681770159104,target
äiti1102,kaksi1397,Atte,äiti1102_kaksi1397,7.7512835694606945,0.524681770159104,target
aja1103,kaksi1397,Atte,aja1103_kaksi1397,9.902806125565164,0.6703176062316933,target
aja1104,kaksi1397,Atte,aja1104_kaksi1397,9.902806125565164,0.6703176062316933,target
auto1105,kaksi1397,Atte,auto1105_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1106,kaksi1397,Atte,auto1106_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1107,kaksi1397,Atte,auto1107_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1108,kaksi1397,Atte,auto1108_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1109,kaksi1397,Atte,auto1109_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1110,kaksi1397,Atte,auto1110_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1111,kaksi1397,Atte,auto1111_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1112,kaksi1397,Atte,auto1112_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1113,kaksi1397,Atte,auto1113_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1114,kaksi1397,Atte,auto1114_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1115,kaksi1397,Atte,auto1115_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1116,kaksi1397,Atte,auto1116_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1117,kaksi1397,Atte,auto1117_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1118,kaksi1397,Atte,auto1118_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1119,kaksi1397,Atte,auto1119_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1120,kaksi1397,Atte,auto1120_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1121,kaksi1397,Atte,auto1121_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1122,kaksi1397,Atte,auto1122_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1123,kaksi1397,Atte,auto1123_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1124,kaksi1397,Atte,auto1124_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1125,kaksi1397,Atte,auto1125_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1126,kaksi1397,Atte,auto1126_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1127,kaksi1397,Atte,auto1127_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1128,kaksi1397,Atte,auto1128_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1129,kaksi1397,Atte,auto1129_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1130,kaksi1397,Atte,auto1130_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1131,kaksi1397,Atte,auto1131_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1132,kaksi1397,Atte,auto1132_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1133,kaksi1397,Atte,auto1133_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1134,kaksi1397,Atte,auto1134_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1135,kaksi1397,Atte,auto1135_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1136,kaksi1397,Atte,auto1136_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1137,kaksi1397,Atte,auto1137_kaksi1397,7.7512835694606945,0.524681770159104,target
auto1138,kaksi1397,Atte,auto1138_kaksi1397,7.7512835694606945,0.524681770159104,target
isi1139,kaksi1397,Atte,isi1139_kaksi1397,6.6332495807108,0.4490024265950866,target
isi1140,kaksi1397,Atte,isi1140_kaksi1397,6.6332495807108,0.4490024265950866,target
isi1141,kaksi1397,Atte,isi1141_kaksi1397,6.6332495807108,0.4490024265950866,target
isi1142,kaksi1397,Atte,isi1142_kaksi1397,6.6332495807108,0.4490024265950866,target
isi1143,kaksi1397,Atte,isi1143_kaksi1397,6.6332495807108,0.4490024265950866,target
isi1144,kaksi1397,Atte,isi1144_kaksi1397,6.6332495807108,0.4490024265950866,target
isi1145,kaksi1397,Atte,isi1145_kaksi1397,6.6332495807108,0.4490024265950866,target
isi1146,kaksi1397,Atte,isi1146_kaksi1397,6.6332495807108,0.4490024265950866,target
heppa1476,kaksi1397,Atte,heppa1476_kaksi1397,9.016379626418065,0.6103156955132087,target
kello1477,kaksi1397,Atte,kaksi1397_kello1477,7.32842712474619,0.4960587600540269,target
kello1478,kaksi1397,Atte,kaksi1397_kello1478,7.32842712474619,0.4960587600540269,target
kello1479,kaksi1397,Atte,kaksi1397_kello1479,7.32842712474619,0.4960587600540269,target
kippaa1480,kaksi1397,Atte,kaksi1397_kippaa1480,6.516379626418065,0.4410915388115047,target
kippaa1481,kaksi1397,Atte,kaksi1397_kippaa1481,6.516379626418065,0.4410915388115047,target
loppu1482,kaksi1397,Atte,kaksi1397_loppu1482,11.016379626418065,0.7456950208745718,target
loppu1483,kaksi1397,Atte,kaksi1397_loppu1483,11.016379626418065,0.7456950208745718,target
loppu1484,kaksi1397,Atte,kaksi1397_loppu1484,11.016379626418065,0.7456950208745718,target
loppu1485,kaksi1397,Atte,kaksi1397_loppu1485,11.016379626418065,0.7456950208745718,target
matto1486,kaksi1397,Atte,kaksi1397_matto1486,8.418597068495664,0.5698519958110464,target
matto1487,kaksi1397,Atte,kaksi1397_matto1487,8.418597068495664,0.5698519958110464,target
matto1488,kaksi1397,Atte,kaksi1397_matto1488,8.418597068495664,0.5698519958110464,target
matto1489,kaksi1397,Atte,kaksi1397_matto1489,8.418597068495664,0.5698519958110464,target
Minni1490,kaksi1397,Atte,kaksi1397_Minni1490,11.916338760835288,0.8066129511096719,target
Minni1491,kaksi1397,Atte,kaksi1397_Minni1491,11.916338760835288,0.8066129511096719,target
Minni1492,kaksi1397,Atte,kaksi1397_Minni1492,11.916338760835288,0.8066129511096719,target
Minni1493,kaksi1397,Atte,kaksi1397_Minni1493,11.916338760835288,0.8066129511096719,target
nalle1494,kaksi1397,Atte,kaksi1397_nalle1494,11.571067811865474,0.7832416770404663,target
nalle1495,kaksi1397,Atte,kaksi1397_nalle1495,11.571067811865474,0.7832416770404663,target
pallo1496,kaksi1397,Atte,kaksi1397_pallo1496,10.49070478491457,0.7101122681734796,target
pallo1497,kaksi1397,Atte,kaksi1397_pallo1497,10.49070478491457,0.7101122681734796,target
pallo1498,kaksi1397,Atte,kaksi1397_pallo1498,10.49070478491457,0.7101122681734796,target
pappa1499,kaksi1397,Atte,kaksi1397_pappa1499,9.678657286586443,0.6551450469309573,target
pappa1500,kaksi1397,Atte,kaksi1397_pappa1500,9.678657286586443,0.6551450469309573,target
ankka1747,kaksi1397,Atte,ankka1747_kaksi1397,12.836908506028289,0.8689260066358272,target
ankka1748,kaksi1397,Atte,ankka1748_kaksi1397,12.836908506028289,0.8689260066358272,target
ankka1749,kaksi1397,Atte,ankka1749_kaksi1397,12.836908506028289,0.8689260066358272,target
ankka1750,kaksi1397,Atte,ankka1750_kaksi1397,12.836908506028289,0.8689260066358272,target
Atti1751,kaksi1397,Atte,Atti1751_kaksi1397,11.993924256579978,0.8118646871455435,target
Atti1752,kaksi1397,Atte,Atti1752_kaksi1397,11.993924256579978,0.8118646871455435,target
Atti1753,kaksi1397,Atte,Atti1753_kaksi1397,11.993924256579978,0.8118646871455435,target
Atti1754,kaksi1397,Atte,Atti1754_kaksi1397,11.993924256579978,0.8118646871455435,target
Atti1755,kaksi1397,Atte,Atti1755_kaksi1397,11.993924256579978,0.8118646871455435,target
Atti1756,kaksi1397,Atte,Atti1756_kaksi1397,11.993924256579978,0.8118646871455435,target
Atti1757,kaksi1397,Atte,Atti1757_kaksi1397,11.993924256579978,0.8118646871455435,target
Atti1758,kaksi1397,Atte,Atti1758_kaksi1397,11.993924256579978,0.8118646871455435,target
Atti1759,kaksi1397,Atte,Atti1759_kaksi1397,11.993924256579978,0.8118646871455435,target
Atti1760,kaksi1397,Atte,Atti1760_kaksi1397,11.993924256579978,0.8118646871455435,target
kala276,heppa1476,Atte,heppa1476_kala276,10.2169905660283,0.6915846450261618,target
pupu277,heppa1476,Atte,heppa1476_pupu277,7.031128874149275,0.47593474175556494,target
ääni1092,heppa1476,Atte,ääni1092_heppa1476,10.673698073716004,0.7224990221652772,target
äiti1093,heppa1476,Atte,äiti1093_heppa1476,9.363839778884804,0.6338351560286605,target
äiti1094,heppa1476,Atte,äiti1094_heppa1476,9.363839778884804,0.6338351560286605,target
äiti1095,heppa1476,Atte,äiti1095_heppa1476,9.363839778884804,0.6338351560286605,target
äiti1096,heppa1476,Atte,äiti1096_heppa1476,9.363839778884804,0.6338351560286605,target
äiti1097,heppa1476,Atte,äiti1097_heppa1476,9.363839778884804,0.6338351560286605,target
äiti1098,heppa1476,Atte,äiti1098_heppa1476,9.363839778884804,0.6338351560286605,target
äiti1099,heppa1476,Atte,äiti1099_heppa1476,9.363839778884804,0.6338351560286605,target
äiti1100,heppa1476,Atte,äiti1100_heppa1476,9.363839778884804,0.6338351560286605,target
äiti1101,heppa1476,Atte,äiti1101_heppa1476,9.363839778884804,0.6338351560286605,target
äiti1102,heppa1476,Atte,äiti1102_heppa1476,9.363839778884804,0.6338351560286605,target
aja1103,heppa1476,Atte,aja1103_heppa1476,10.587904558608686,0.7166916880674729,target
aja1104,heppa1476,Atte,aja1104_heppa1476,10.587904558608686,0.7166916880674729,target
auto1105,heppa1476,Atte,auto1105_heppa1476,9.363839778884804,0.6338351560286605,target
auto1106,heppa1476,Atte,auto1106_heppa1476,9.363839778884804,0.6338351560286605,target
auto1107,heppa1476,Atte,auto1107_heppa1476,9.363839778884804,0.6338351560286605,target
auto1108,heppa1476,Atte,auto1108_heppa1476,9.363839778884804,0.6338351560286605,target
auto1109,heppa1476,Atte,auto1109_heppa1476,9.363839778884804,0.6338351560286605,target
auto1110,heppa1476,Atte,auto1110_heppa1476,9.363839778884804,0.6338351560286605,target
auto1111,heppa1476,Atte,auto1111_heppa1476,9.363839778884804,0.6338351560286605,target
auto1112,heppa1476,Atte,auto1112_heppa1476,9.363839778884804,0.6338351560286605,target
auto1113,heppa1476,Atte,auto1113_heppa1476,9.363839778884804,0.6338351560286605,target
auto1114,heppa1476,Atte,auto1114_heppa1476,9.363839778884804,0.6338351560286605,target
auto1115,heppa1476,Atte,auto1115_heppa1476,9.363839778884804,0.6338351560286605,target
auto1116,heppa1476,Atte,auto1116_heppa1476,9.363839778884804,0.6338351560286605,target
auto1117,heppa1476,Atte,auto1117_heppa1476,9.363839778884804,0.6338351560286605,target
auto1118,heppa1476,Atte,auto1118_heppa1476,9.363839778884804,0.6338351560286605,target
auto1119,heppa1476,Atte,auto1119_heppa1476,9.363839778884804,0.6338351560286605,target
auto1120,heppa1476,Atte,auto1120_heppa1476,9.363839778884804,0.6338351560286605,target
auto1121,heppa1476,Atte,auto1121_heppa1476,9.363839778884804,0.6338351560286605,target
auto1122,heppa1476,Atte,auto1122_heppa1476,9.363839778884804,0.6338351560286605,target
auto1123,heppa1476,Atte,auto1123_heppa1476,9.363839778884804,0.6338351560286605,target
auto1124,heppa1476,Atte,auto1124_heppa1476,9.363839778884804,0.6338351560286605,target
auto1125,heppa1476,Atte,auto1125_heppa1476,9.363839778884804,0.6338351560286605,target
auto1126,heppa1476,Atte,auto1126_heppa1476,9.363839778884804,0.6338351560286605,target
auto1127,heppa1476,Atte,auto1127_heppa1476,9.363839778884804,0.6338351560286605,target
auto1128,heppa1476,Atte,auto1128_heppa1476,9.363839778884804,0.6338351560286605,target
auto1129,heppa1476,Atte,auto1129_heppa1476,9.363839778884804,0.6338351560286605,target
auto1130,heppa1476,Atte,auto1130_heppa1476,9.363839778884804,0.6338351560286605,target
auto1131,heppa1476,Atte,auto1131_heppa1476,9.363839778884804,0.6338351560286605,target
auto1132,heppa1476,Atte,auto1132_heppa1476,9.363839778884804,0.6338351560286605,target
auto1133,heppa1476,Atte,auto1133_heppa1476,9.363839778884804,0.6338351560286605,target
auto1134,heppa1476,Atte,auto1134_heppa1476,9.363839778884804,0.6338351560286605,target
auto1135,heppa1476,Atte,auto1135_heppa1476,9.363839778884804,0.6338351560286605,target
auto1136,heppa1476,Atte,auto1136_heppa1476,9.363839778884804,0.6338351560286605,target
auto1137,heppa1476,Atte,auto1137_heppa1476,9.363839778884804,0.6338351560286605,target
auto1138,heppa1476,Atte,auto1138_heppa1476,9.363839778884804,0.6338351560286605,target
isi1139,heppa1476,Atte,heppa1476_isi1139,9.555664084966109,0.6468196786012599,target
isi1140,heppa1476,Atte,heppa1476_isi1140,9.555664084966109,0.6468196786012599,target
isi1141,heppa1476,Atte,heppa1476_isi1141,9.555664084966109,0.6468196786012599,target
isi1142,heppa1476,Atte,heppa1476_isi1142,9.555664084966109,0.6468196786012599,target
isi1143,heppa1476,Atte,heppa1476_isi1143,9.555664084966109,0.6468196786012599,target
isi1144,heppa1476,Atte,heppa1476_isi1144,9.555664084966109,0.6468196786012599,target
isi1145,heppa1476,Atte,heppa1476_isi1145,9.555664084966109,0.6468196786012599,target
isi1146,heppa1476,Atte,heppa1476_isi1146,9.555664084966109,0.6468196786012599,target
kaksi1397,heppa1476,Atte,heppa1476_kaksi1397,9.016379626418065,0.6103156955132087,target
kello1477,heppa1476,Atte,heppa1476_kello1477,11.933981132056603,0.8078071572665301,target
kello1478,heppa1476,Atte,heppa1476_kello1478,11.933981132056603,0.8078071572665301,target
kello1479,heppa1476,Atte,heppa1476_kello1479,11.933981132056603,0.8078071572665301,target
kippaa1480,heppa1476,Atte,heppa1476_kippaa1480,2.5,0.169224156701704,target
kippaa1481,heppa1476,Atte,heppa1476_kippaa1481,2.5,0.169224156701704,target
loppu1482,heppa1476,Atte,heppa1476_loppu1482,4.58257569495584,0.3101930030002508,target
loppu1483,heppa1476,Atte,heppa1476_loppu1483,4.58257569495584,0.3101930030002508,target
loppu1484,heppa1476,Atte,heppa1476_loppu1484,4.58257569495584,0.3101930030002508,target
loppu1485,heppa1476,Atte,heppa1476_loppu1485,4.58257569495584,0.3101930030002508,target
matto1486,heppa1476,Atte,heppa1476_matto1486,11.349493130897205,0.7682433616271446,target
matto1487,heppa1476,Atte,heppa1476_matto1487,11.349493130897205,0.7682433616271446,target
matto1488,heppa1476,Atte,heppa1476_matto1488,11.349493130897205,0.7682433616271446,target
matto1489,heppa1476,Atte,heppa1476_matto1489,11.349493130897205,0.7682433616271446,target
Minni1490,heppa1476,Atte,heppa1476_Minni1490,13.969209720559604,0.945571093900378,target
Minni1491,heppa1476,Atte,heppa1476_Minni1491,13.969209720559604,0.945571093900378,target
Minni1492,heppa1476,Atte,heppa1476_Minni1492,13.969209720559604,0.945571093900378,target
Minni1493,heppa1476,Atte,heppa1476_Minni1493,13.969209720559604,0.945571093900378,target
nalle1494,heppa1476,Atte,heppa1476_nalle1494,14.255806512553079,0.9649707340757817,target
nalle1495,heppa1476,Atte,heppa1476_nalle1495,14.255806512553079,0.9649707340757817,target
pallo1496,heppa1476,Atte,heppa1476_pallo1496,13.465110006205876,0.9114487542783462,target
pallo1497,heppa1476,Atte,heppa1476_pallo1497,13.465110006205876,0.9114487542783462,target
pallo1498,heppa1476,Atte,heppa1476_pallo1498,13.465110006205876,0.9114487542783462,target
pappa1499,heppa1476,Atte,heppa1476_pappa1499,4.031128874149275,0.2728657537135202,target
pappa1500,heppa1476,Atte,heppa1476_pappa1500,4.031128874149275,0.2728657537135202,target
ankka1747,heppa1476,Atte,ankka1747_heppa1476,14.152600524239784,0.9579847555402284,target
ankka1748,heppa1476,Atte,ankka1748_heppa1476,14.152600524239784,0.9579847555402284,target
ankka1749,heppa1476,Atte,ankka1749_heppa1476,14.152600524239784,0.9579847555402284,target
ankka1750,heppa1476,Atte,ankka1750_heppa1476,14.152600524239784,0.9579847555402284,target
Atti1751,heppa1476,Atte,Atti1751_heppa1476,14.152600524239784,0.9579847555402284,target
Atti1752,heppa1476,Atte,Atti1752_heppa1476,14.152600524239784,0.9579847555402284,target
Atti1753,heppa1476,Atte,Atti1753_heppa1476,14.152600524239784,0.9579847555402284,target
Atti1754,heppa1476,Atte,Atti1754_heppa1476,14.152600524239784,0.9579847555402284,target
Atti1755,heppa1476,Atte,Atti1755_heppa1476,14.152600524239784,0.9579847555402284,target
Atti1756,heppa1476,Atte,Atti1756_heppa1476,14.152600524239784,0.9579847555402284,target
Atti1757,heppa1476,Atte,Atti1757_heppa1476,14.152600524239784,0.9579847555402284,target
Atti1758,heppa1476,Atte,Atti1758_heppa1476,14.152600524239784,0.9579847555402284,target
Atti1759,heppa1476,Atte,Atti1759_heppa1476,14.152600524239784,0.9579847555402284,target
Atti1760,heppa1476,Atte,Atti1760_heppa1476,14.152600524239784,0.9579847555402284,target
ukko1761,heppa1476,Atte,heppa1476_ukko1761,9.526117439053184,0.6448196761060684,target
ukko1762,heppa1476,Atte,heppa1476_ukko1762,9.526117439053184,0.6448196761060684,target
ukko1763,heppa1476,Atte,heppa1476_ukko1763,9.526117439053184,0.6448196761060684,target
ukko1764,heppa1476,Atte,heppa1476_ukko1764,9.526117439053184,0.6448196761060684,target
ukko1765,heppa1476,Atte,heppa1476_ukko1765,9.526117439053184,0.6448196761060684,target
ukko1766,heppa1476,Atte,heppa1476_ukko1766,9.526117439053184,0.6448196761060684,target
ukko1767,heppa1476,Atte,heppa1476_ukko1767,9.526117439053184,0.6448196761060684,target
kala276,kello1477,Atte,kala276_kello1477,2.8722813232690143,0.19442375389610134,target
pupu277,kello1477,Atte,kello1477_pupu277,10.751549549465697,0.7277687622979672,target
ääni1092,kello1477,Atte,ääni1092_kello1477,8.480193961102334,0.57402146869377,target
äiti1093,kello1477,Atte,äiti1093_kello1477,9.688906113624414,0.6558387865760302,target
äiti1094,kello1477,Atte,äiti1094_kello1477,9.688906113624414,0.6558387865760302,target
äiti1095,kello1477,Atte,äiti1095_kello1477,9.688906113624414,0.6558387865760302,target
äiti1096,kello1477,Atte,äiti1096_kello1477,9.688906113624414,0.6558387865760302,target
äiti1097,kello1477,Atte,äiti1097_kello1477,9.688906113624414,0.6558387865760302,target
äiti1098,kello1477,Atte,äiti1098_kello1477,9.688906113624414,0.6558387865760302,target
äiti1099,kello1477,Atte,äiti1099_kello1477,9.688906113624414,0.6558387865760302,target
äiti1100,kello1477,Atte,äiti1100_kello1477,9.688906113624414,0.6558387865760302,target
äiti1101,kello1477,Atte,äiti1101_kello1477,9.688906113624414,0.6558387865760302,target
äiti1102,kello1477,Atte,äiti1102_kello1477,9.688906113624414,0.6558387865760302,target
aja1103,kello1477,Atte,aja1103_kello1477,8.211280955240083,0.5558188380365061,target
aja1104,kello1477,Atte,aja1104_kello1477,8.211280955240083,0.5558188380365061,target
auto1105,kello1477,Atte,auto1105_kello1477,9.688906113624414,0.6558387865760302,target
auto1106,kello1477,Atte,auto1106_kello1477,9.688906113624414,0.6558387865760302,target
auto1107,kello1477,Atte,auto1107_kello1477,9.688906113624414,0.6558387865760302,target
auto1108,kello1477,Atte,auto1108_kello1477,9.688906113624414,0.6558387865760302,target
auto1109,kello1477,Atte,auto1109_kello1477,9.688906113624414,0.6558387865760302,target
auto1110,kello1477,Atte,auto1110_kello1477,9.688906113624414,0.6558387865760302,target
auto1111,kello1477,Atte,auto1111_kello1477,9.688906113624414,0.6558387865760302,target
auto1112,kello1477,Atte,auto1112_kello1477,9.688906113624414,0.6558387865760302,target
auto1113,kello1477,Atte,auto1113_kello1477,9.688906113624414,0.6558387865760302,target
auto1114,kello1477,Atte,auto1114_kello1477,9.688906113624414,0.6558387865760302,target
auto1115,kello1477,Atte,auto1115_kello1477,9.688906113624414,0.6558387865760302,target
auto1116,kello1477,Atte,auto1116_kello1477,9.688906113624414,0.6558387865760302,target
auto1117,kello1477,Atte,auto1117_kello1477,9.688906113624414,0.6558387865760302,target
auto1118,kello1477,Atte,auto1118_kello1477,9.688906113624414,0.6558387865760302,target
auto1119,kello1477,Atte,auto1119_kello1477,9.688906113624414,0.6558387865760302,target
auto1120,kello1477,Atte,auto1120_kello1477,9.688906113624414,0.6558387865760302,target
auto1121,kello1477,Atte,auto1121_kello1477,9.688906113624414,0.6558387865760302,target
auto1122,kello1477,Atte,auto1122_kello1477,9.688906113624414,0.6558387865760302,target
auto1123,kello1477,Atte,auto1123_kello1477,9.688906113624414,0.6558387865760302,target
auto1124,kello1477,Atte,auto1124_kello1477,9.688906113624414,0.6558387865760302,target
auto1125,kello1477,Atte,auto1125_kello1477,9.688906113624414,0.6558387865760302,target
auto1126,kello1477,Atte,auto1126_kello1477,9.688906113624414,0.6558387865760302,target
auto1127,kello1477,Atte,auto1127_kello1477,9.688906113624414,0.6558387865760302,target
auto1128,kello1477,Atte,auto1128_kello1477,9.688906113624414,0.6558387865760302,target
auto1129,kello1477,Atte,auto1129_kello1477,9.688906113624414,0.6558387865760302,target
auto1130,kello1477,Atte,auto1130_kello1477,9.688906113624414,0.6558387865760302,target
auto1131,kello1477,Atte,auto1131_kello1477,9.688906113624414,0.6558387865760302,target
auto1132,kello1477,Atte,auto1132_kello1477,9.688906113624414,0.6558387865760302,target
auto1133,kello1477,Atte,auto1133_kello1477,9.688906113624414,0.6558387865760302,target
auto1134,kello1477,Atte,auto1134_kello1477,9.688906113624414,0.6558387865760302,target
auto1135,kello1477,Atte,auto1135_kello1477,9.688906113624414,0.6558387865760302,target
auto1136,kello1477,Atte,auto1136_kello1477,9.688906113624414,0.6558387865760302,target
auto1137,kello1477,Atte,auto1137_kello1477,9.688906113624414,0.6558387865760302,target
auto1138,kello1477,Atte,auto1138_kello1477,9.688906113624414,0.6558387865760302,target
isi1139,kello1477,Atte,isi1139_kello1477,9.017333238370604,0.6103802451846043,target
isi1140,kello1477,Atte,isi1140_kello1477,9.017333238370604,0.6103802451846043,target
isi1141,kello1477,Atte,isi1141_kello1477,9.017333238370604,0.6103802451846043,target
isi1142,kello1477,Atte,isi1142_kello1477,9.017333238370604,0.6103802451846043,target
isi1143,kello1477,Atte,isi1143_kello1477,9.017333238370604,0.6103802451846043,target
isi1144,kello1477,Atte,isi1144_kello1477,9.017333238370604,0.6103802451846043,target
isi1145,kello1477,Atte,isi1145_kello1477,9.017333238370604,0.6103802451846043,target
isi1146,kello1477,Atte,isi1146_kello1477,9.017333238370604,0.6103802451846043,target
kaksi1397,kello1477,Atte,kaksi1397_kello1477,7.32842712474619,0.4960587600540269,target
heppa1476,kello1477,Atte,heppa1476_kello1477,11.933981132056603,0.8078071572665301,target
kello1478,kello1477,Atte,kello1477_kello1478,0,0,target
kello1479,kello1477,Atte,kello1477_kello1479,0,0,target
kippaa1480,kello1477,Atte,kello1477_kippaa1480,9.433981132056603,0.6385830005648261,target
kippaa1481,kello1477,Atte,kello1477_kippaa1481,9.433981132056603,0.6385830005648261,target
loppu1482,kello1477,Atte,kello1477_loppu1482,13.933981132056601,0.9431864826278932,target
loppu1483,kello1477,Atte,kello1477_loppu1483,13.933981132056601,0.9431864826278932,target
loppu1484,kello1477,Atte,kello1477_loppu1484,13.933981132056601,0.9431864826278932,target
loppu1485,kello1477,Atte,kello1477_loppu1485,13.933981132056601,0.9431864826278932,target
matto1486,kello1477,Atte,kello1477_matto1486,11.47213595499958,0.7765450130208406,target
matto1487,kello1477,Atte,kello1477_matto1487,11.47213595499958,0.7765450130208406,target
matto1488,kello1477,Atte,kello1477_matto1488,11.47213595499958,0.7765450130208406,target
matto1489,kello1477,Atte,kello1477_matto1489,11.47213595499958,0.7765450130208406,target
Minni1490,kello1477,Atte,kello1477_Minni1490,9.054711649955419,0.6129103772563201,target
Minni1491,kello1477,Atte,kello1477_Minni1491,9.054711649955419,0.6129103772563201,target
Minni1492,kello1477,Atte,kello1477_Minni1492,9.054711649955419,0.6129103772563201,target
Minni1493,kello1477,Atte,kello1477_Minni1493,9.054711649955419,0.6129103772563201,target
nalle1494,kello1477,Atte,kello1477_nalle1494,4.242640687119285,0.28718291698643955,target
nalle1495,kello1477,Atte,kello1477_nalle1495,4.242640687119285,0.28718291698643955,target
pallo1496,kello1477,Atte,kello1477_pallo1496,3.1622776601683795,0.21405350811945267,target
pallo1497,kello1477,Atte,kello1477_pallo1497,3.1622776601683795,0.21405350811945267,target
pallo1498,kello1477,Atte,kello1477_pallo1498,3.1622776601683795,0.21405350811945267,target
pappa1499,kello1477,Atte,kello1477_pappa1499,12.596258792224983,0.8526365086842789,target
pappa1500,kello1477,Atte,kello1477_pappa1500,12.596258792224983,0.8526365086842789,target
ankka1747,kello1477,Atte,ankka1747_kello1477,14.773304525351058,1,target
ankka1748,kello1477,Atte,ankka1748_kello1477,14.773304525351058,1,target
ankka1749,kello1477,Atte,ankka1749_kello1477,14.773304525351058,1,target
ankka1750,kello1477,Atte,ankka1750_kello1477,14.773304525351058,1,target
Atti1751,kello1477,Atte,Atti1751_kello1477,12.424537428188719,0.8410127474775976,target
Atti1752,kello1477,Atte,Atti1752_kello1477,12.424537428188719,0.8410127474775976,target
Atti1753,kello1477,Atte,Atti1753_kello1477,12.424537428188719,0.8410127474775976,target
Atti1754,kello1477,Atte,Atti1754_kello1477,12.424537428188719,0.8410127474775976,target
Atti1755,kello1477,Atte,Atti1755_kello1477,12.424537428188719,0.8410127474775976,target
Atti1756,kello1477,Atte,Atti1756_kello1477,12.424537428188719,0.8410127474775976,target
Atti1757,kello1477,Atte,Atti1757_kello1477,12.424537428188719,0.8410127474775976,target
Atti1758,kello1477,Atte,Atti1758_kello1477,12.424537428188719,0.8410127474775976,target
Atti1759,kello1477,Atte,Atti1759_kello1477,12.424537428188719,0.8410127474775976,target
Atti1760,kello1477,Atte,Atti1760_kello1477,12.424537428188719,0.8410127474775976,target
ukko1761,kello1477,Atte,kello1477_ukko1761,12.3166247903554,0.8337081774236776,target
ukko1762,kello1477,Atte,kello1477_ukko1762,12.3166247903554,0.8337081774236776,target
ukko1763,kello1477,Atte,kello1477_ukko1763,12.3166247903554,0.8337081774236776,target
ukko1764,kello1477,Atte,kello1477_ukko1764,12.3166247903554,0.8337081774236776,target
ukko1765,kello1477,Atte,kello1477_ukko1765,12.3166247903554,0.8337081774236776,target
ukko1766,kello1477,Atte,kello1477_ukko1766,12.3166247903554,0.8337081774236776,target
ukko1767,kello1477,Atte,kello1477_ukko1767,12.3166247903554,0.8337081774236776,target
kello1477,kello1478,Atte,kello1477_kello1478,0,0,target
kala276,kippaa1480,Atte,kala276_kippaa1480,7.716990566028302,0.5223604883244578,target
ääni1092,kippaa1480,Atte,ääni1092_kippaa1480,10.78876074535498,0.7302875755956575,target
äiti1093,kippaa1480,Atte,äiti1093_kippaa1480,9.47890245052378,0.6416237094590408,target
