Speaker_ID,Speaker,ID,path_length,mean_k,clust_coef_global,Language,data_type
Radia_54,Radia,54,0.34558452266861706,5.8,0.7079439252336449,Urdu,iter_T
Radia_55,Radia,55,0.28389372672106616,6.4,0.7277777777777777,Urdu,iter_T
Radia_56,Radia,56,0.3567320369914087,6.1,0.6880165289256198,Urdu,iter_T
Radia_57,Radia,57,0.3567556507451318,6.7,0.6709090909090909,Urdu,iter_T
Radia_58,Radia,58,0.3323343169148928,5.5,0.7342657342657343,Urdu,iter_T
Radia_59,Radia,59,0.39470938529802135,4.2,0.5617021276595745,Urdu,iter_T
Radia_6,Radia,6,0.3946276361108816,5,0.527027027027027,Urdu,iter_T
Radia_60,Radia,60,0.32814224251459634,5.8,0.6442953020134228,Urdu,iter_T
Radia_61,Radia,61,0.30862882393792723,8.1,0.7283464566929134,Urdu,iter_T
Radia_62,Radia,62,0.42399849095694503,4.5,0.5301724137931034,Urdu,iter_T
Radia_63,Radia,63,0.31338234553577005,7,0.6825688073394496,Urdu,iter_T
Radia_64,Radia,64,0.35421303065069226,6.8,0.689119170984456,Urdu,iter_T
Radia_65,Radia,65,0.37965012278519944,5.3,0.588957055214724,Urdu,iter_T
Radia_66,Radia,66,0.3684412279167752,5.6,0.6,Urdu,iter_T
Radia_67,Radia,67,0.32389185355409317,6.8,0.6208791208791209,Urdu,iter_T
Radia_68,Radia,68,0.333305817043266,6.9,0.6574585635359116,Urdu,iter_T
Radia_69,Radia,69,0.3613947773773072,6.1,0.6923076923076923,Urdu,iter_T
Radia_7,Radia,7,0.33604060122206936,7.1,0.6699507389162561,Urdu,iter_T
Radia_70,Radia,70,0.33065358286315055,6.4,0.7045871559633028,Urdu,iter_T
Radia_71,Radia,71,0.3726244477859757,5.9,0.6704288939051919,Urdu,iter_T
Radia_72,Radia,72,0.40033239943404364,5.3,0.5607476635514018,Urdu,iter_T
Radia_73,Radia,73,0.38545544177288055,5.8,0.6490384615384616,Urdu,iter_T
Radia_74,Radia,74,0.3478667015918174,6.8,0.6897810218978102,Urdu,iter_T
Radia_75,Radia,75,0.3515597098040598,6.4,0.6328125,Urdu,iter_T
Radia_76,Radia,76,0.4002572633325595,5.8,0.6785714285714286,Urdu,iter_T
Radia_77,Radia,77,0.3946193053006434,5.1,0.6743515850144092,Urdu,iter_T
Radia_78,Radia,78,0.4221419227173226,3.8,0.639344262295082,Urdu,iter_T
Radia_79,Radia,79,0.3173600156016378,6.5,0.7195357833655706,Urdu,iter_T
Radia_8,Radia,8,0.36116036835874454,6.3,0.6238938053097345,Urdu,iter_T
Radia_80,Radia,80,0.3761369026212416,5.3,0.6284916201117319,Urdu,iter_T
Radia_81,Radia,81,0.34284498690376886,8.6,0.7464788732394366,Urdu,iter_T
Radia_82,Radia,82,0.3278734806801287,6,0.6247139588100686,Urdu,iter_T
Radia_83,Radia,83,0.3768174881676547,6,0.6451612903225806,Urdu,iter_T
Radia_84,Radia,84,0.3287309322374117,5.6,0.5882352941176471,Urdu,iter_T
Radia_85,Radia,85,0.39229857842144444,4.1,0.6457399103139013,Urdu,iter_T
Radia_86,Radia,86,0.37636293804850685,4.7,0.6,Urdu,iter_T
Radia_87,Radia,87,0.30850922865262076,6.7,0.6975524475524476,Urdu,iter_T
Radia_88,Radia,88,0.3506601200019624,4.5,0.60431654676259,Urdu,iter_T
Radia_89,Radia,89,0.33265336389408073,6.6,0.6303030303030303,Urdu,iter_T
Radia_9,Radia,9,0.32648711009112497,5.8,0.7262443438914027,Urdu,iter_T
Radia_90,Radia,90,0.38681332720822104,5.4,0.628099173553719,Urdu,iter_T
Radia_91,Radia,91,0.3147513643890838,5.6,0.6368286445012787,Urdu,iter_T
Radia_92,Radia,92,0.33608047189185103,7.5,0.6676557863501483,Urdu,iter_T
Radia_93,Radia,93,0.30126396722276644,5.4,0.7672634271099744,Urdu,iter_T
Radia_94,Radia,94,0.35946921511351665,6.6,0.6571428571428571,Urdu,iter_T
Radia_95,Radia,95,0.33268061487354744,6.1,0.5918367346938775,Urdu,iter_T
Radia_96,Radia,96,0.3921746832949908,5.9,0.6943820224719102,Urdu,iter_T
Radia_97,Radia,97,0.2995843263432043,6.1,0.7036247334754797,Urdu,iter_T
Radia_98,Radia,98,0.3749082064606666,6.4,0.695049504950495,Urdu,iter_T
Radia_99,Radia,99,0.3544918621342567,6.6,0.6952554744525548,Urdu,iter_T
Romuald_1,Romuald,1,0.2705307398269558,7.7,0.6329866270430906,French,iter_T
Romuald_10,Romuald,10,0.265154119840925,8.1,0.6299212598425197,French,iter_T
Romuald_100,Romuald,100,0.23736798518517324,7.2,0.5609348914858097,French,iter_T
Romuald_11,Romuald,11,0.21588716260145496,7.7,0.5306406685236769,French,iter_T
Romuald_12,Romuald,12,0.19549794619958868,8.6,0.6192170818505338,French,iter_T
Romuald_13,Romuald,13,0.27032405561928324,7.1,0.5867346938775511,French,iter_T
Romuald_14,Romuald,14,0.2625200735501431,7,0.6523972602739726,French,iter_T
Romuald_15,Romuald,15,0.22009805905044516,7.2,0.553156146179402,French,iter_T
Romuald_16,Romuald,16,0.26687617443905337,8.2,0.6206896551724138,French,iter_T
Romuald_17,Romuald,17,0.2413011050252419,8.3,0.6395939086294417,French,iter_T
Romuald_18,Romuald,18,0.22484241910594208,6.9,0.5385826771653544,French,iter_T
Romuald_19,Romuald,19,0.25816707337347805,7.1,0.5536277602523659,French,iter_T
Romuald_2,Romuald,2,0.2110515380099521,6.7,0.42644628099173554,French,iter_T
Romuald_20,Romuald,20,0.22009796273073476,7.5,0.6476761619190404,French,iter_T
Romuald_21,Romuald,21,0.197565058400254,8.4,0.5955882352941176,French,iter_T
Romuald_22,Romuald,22,0.2712260746466727,7.3,0.6445131375579598,French,iter_T
Romuald_23,Romuald,23,0.1901451995501645,7.1,0.6383928571428571,French,iter_T
Romuald_24,Romuald,24,0.23579275088690038,5.6,0.510989010989011,French,iter_T
Romuald_25,Romuald,25,0.20501392383233719,8.1,0.5671447196870926,French,iter_T
Romuald_26,Romuald,26,0.21105130834664426,6.9,0.4888507718696398,French,iter_T
Romuald_27,Romuald,27,0.1937849905126011,7.1,0.5379939209726444,French,iter_T
Romuald_28,Romuald,28,0.21076978703468258,7.6,0.6303191489361702,French,iter_T
Romuald_29,Romuald,29,0.2645802616298242,8.1,0.6414342629482072,French,iter_T
Romuald_3,Romuald,3,0.27626837790749004,6.2,0.44668008048289737,French,iter_T
Romuald_30,Romuald,30,0.22074728791327736,8.4,0.6670761670761671,French,iter_T
Romuald_31,Romuald,31,0.19655572325098303,6.7,0.5660377358490566,French,iter_T
Romuald_32,Romuald,32,0.19549209434729486,8.6,0.6131386861313869,French,iter_T
Romuald_33,Romuald,33,0.21395484523118083,8.1,0.6739409499358151,French,iter_T
Romuald_34,Romuald,34,0.20171166509870225,7.5,0.5269709543568465,French,iter_T
Romuald_35,Romuald,35,0.21497964431889618,8.3,0.6175298804780877,French,iter_T
Romuald_36,Romuald,36,0.26563537267375764,8,0.6292286874154263,French,iter_T
Romuald_37,Romuald,37,0.16975180785103222,7.1,0.5195007800312013,French,iter_T
Romuald_38,Romuald,38,0.2268792606365958,8.8,0.6472602739726028,French,iter_T
Romuald_39,Romuald,39,0.22134029065070612,7.1,0.5337423312883436,French,iter_T
Romuald_4,Romuald,4,0.1957204786283409,8,0.6283524904214559,French,iter_T
Romuald_40,Romuald,40,0.19267871445348525,7.3,0.5636094674556213,French,iter_T
Romuald_41,Romuald,41,0.15646468783580983,7.5,0.5735900962861072,French,iter_T
Romuald_42,Romuald,42,0.1829694237543231,7.6,0.547752808988764,French,iter_T
Romuald_43,Romuald,43,0.2151498043146404,8,0.6237244897959183,French,iter_T
Romuald_44,Romuald,44,0.20840003319457406,9.3,0.625,French,iter_T
Romuald_45,Romuald,45,0.18806561483746517,6.9,0.5590682196339434,French,iter_T
Romuald_46,Romuald,46,0.2403357027975651,7.6,0.5920471281296024,French,iter_T
Romuald_47,Romuald,47,0.21767878550643174,7,0.6557911908646004,French,iter_T
Romuald_48,Romuald,48,0.23490745420729414,7.7,0.5834609494640123,French,iter_T
Romuald_49,Romuald,49,0.19696788508612353,7.5,0.5332369942196532,French,iter_T
Romuald_5,Romuald,5,0.18858471201030932,9.5,0.6227544910179641,French,iter_T
Romuald_50,Romuald,50,0.24779490030162812,7.8,0.5666666666666667,French,iter_T
Romuald_51,Romuald,51,0.20432465059982238,7.8,0.5376196990424077,French,iter_T
