Speaker_ID,gloss1,data_type,degree,threshold
Adeline_2,encore1326,iter,1,0.25
Adeline_2,encore1327,iter,1,0.25
Adeline_2,encore1332,iter,1,0.25
Adeline_2,encore1333,iter,1,0.25
Adeline_2,encore1334,iter,1,0.25
Adeline_2,encore1336,iter,1,0.25
Adeline_2,encore1337,iter,1,0.25
Adeline_2,encore1338,iter,1,0.25
Adeline_20,au revoir1468,iter,1,0.25
Adeline_20,au revoir1469,iter,1,0.25
Adeline_20,bisou996,iter,1,0.25
Adeline_20,bobo1000,iter,1,0.25
Adeline_20,chapeau1005,iter,1,0.25
Adeline_20,chapeau1007,iter,1,0.25
Adeline_20,coucou1011,iter,1,0.25
Adeline_20,coucou1018,iter,1,0.25
Adeline_20,coucou1019,iter,1,0.25
Adeline_20,dodo1021,iter,1,0.25
Adeline_20,encore1328,iter,1,0.25
Adeline_20,encore1329,iter,1,0.25
Adeline_20,encore1333,iter,1,0.25
Adeline_20,encore1335,iter,1,0.25
Adeline_20,encore1336,iter,1,0.25
Adeline_20,encore1339,iter,1,0.25
Adeline_20,papa1027,iter,1,0.25
Adeline_20,vachou1030,iter,1,0.25
Adeline_21,bisou994,iter,1,0.25
Adeline_21,bisou996,iter,1,0.25
Adeline_21,bisou997,iter,1,0.25
Adeline_21,bobo1000,iter,1,0.25
Adeline_21,bobo1001,iter,1,0.25
Adeline_21,chapeau1002,iter,1,0.25
Adeline_21,chapeau1005,iter,1,0.25
Adeline_21,chapeau1010,iter,1,0.25
Adeline_21,coucou1014,iter,1,0.25
Adeline_21,encore1328,iter,1,0.25
Adeline_21,encore1330,iter,1,0.25
Adeline_21,encore1336,iter,1,0.25
Adeline_21,encore1337,iter,1,0.25
Adeline_21,encore1338,iter,1,0.25
Adeline_21,papa1026,iter,1,0.25
Adeline_21,papa1028,iter,1,0.25
Adeline_21,vachou1030,iter,1,0.25
Adeline_22,au revoir1468,iter,1,0.25
Adeline_22,au revoir1469,iter,1,0.25
Adeline_22,au revoir1470,iter,1,0.25
Adeline_22,au revoir1472,iter,1,0.25
Adeline_22,au revoir1474,iter,1,0.25
Adeline_22,au revoir1475,iter,1,0.25
Adeline_22,encore1326,iter,1,0.25
Adeline_22,encore1339,iter,1,0.25
Adeline_23,bisou994,iter,1,0.25
Adeline_23,bisou997,iter,1,0.25
Adeline_23,bisou998,iter,1,0.25
Adeline_23,bobo1000,iter,1,0.25
Adeline_23,chapeau1002,iter,1,0.25
Adeline_23,chapeau1004,iter,1,0.25
Adeline_23,chapeau1006,iter,1,0.25
Adeline_23,chapeau1010,iter,1,0.25
Adeline_23,coucou1013,iter,1,0.25
Adeline_23,coucou1016,iter,1,0.25
Adeline_23,coucou1017,iter,1,0.25
Adeline_23,coucou1020,iter,1,0.25
Adeline_23,encore1326,iter,1,0.25
Adeline_23,encore1327,iter,1,0.25
Adeline_23,encore1336,iter,1,0.25
Adeline_23,encore1337,iter,1,0.25
Adeline_23,encore1338,iter,1,0.25
Adeline_23,vachou1030,iter,1,0.25
Adeline_24,au revoir1471,iter,1,0.25
Adeline_24,au revoir1475,iter,1,0.25
Adeline_24,bisou996,iter,1,0.25
Adeline_24,chapeau1002,iter,1,0.25
Adeline_24,chapeau1004,iter,1,0.25
Adeline_24,coucou1011,iter,1,0.25
Adeline_24,coucou1016,iter,1,0.25
Adeline_24,coucou1018,iter,1,0.25
Adeline_24,encore1326,iter,1,0.25
Adeline_24,encore1328,iter,1,0.25
Adeline_24,encore1330,iter,1,0.25
Adeline_24,encore1331,iter,1,0.25
Adeline_24,encore1334,iter,1,0.25
Adeline_24,encore1335,iter,1,0.25
Adeline_24,encore1336,iter,1,0.25
Adeline_24,papa1028,iter,1,0.25
Adeline_25,au revoir1469,iter,1,0.25
Adeline_25,au revoir1471,iter,1,0.25
Adeline_25,au revoir1473,iter,1,0.25
Adeline_25,au revoir1474,iter,1,0.25
Adeline_25,bisou996,iter,1,0.25
Adeline_25,bobo1001,iter,1,0.25
Adeline_25,bobo999,iter,1,0.25
Adeline_25,chapeau1002,iter,1,0.25
Adeline_25,chapeau1003,iter,1,0.25
Adeline_25,chapeau1004,iter,1,0.25
Adeline_25,chapeau1005,iter,1,0.25
Adeline_25,chapeau1007,iter,1,0.25
Adeline_25,coucou1015,iter,1,0.25
Adeline_25,encore1326,iter,1,0.25
Adeline_25,encore1331,iter,1,0.25
Adeline_25,encore1333,iter,1,0.25
Adeline_25,encore1338,iter,1,0.25
Adeline_25,papa1026,iter,1,0.25
Adeline_25,papa1027,iter,1,0.25
Adeline_26,au revoir1473,iter,1,0.25
Adeline_26,au revoir1475,iter,1,0.25
Adeline_26,bisou995,iter,1,0.25
Adeline_26,bisou996,iter,1,0.25
Adeline_26,bisou998,iter,1,0.25
Adeline_26,chapeau1005,iter,1,0.25
Adeline_26,chapeau1010,iter,1,0.25
Adeline_26,coucou1013,iter,1,0.25
Adeline_26,coucou1014,iter,1,0.25
Adeline_26,coucou1019,iter,1,0.25
Adeline_26,encore1328,iter,1,0.25
Adeline_26,encore1330,iter,1,0.25
Adeline_26,encore1331,iter,1,0.25
Adeline_26,encore1332,iter,1,0.25
Adeline_26,encore1335,iter,1,0.25
Adeline_26,encore1338,iter,1,0.25
Adeline_26,papa1028,iter,1,0.25
Adeline_26,vachou1030,iter,1,0.25
Adeline_27,bisou994,iter,1,0.25
Adeline_27,bisou996,iter,1,0.25
Adeline_27,dodo1021,iter,1,0.25
Adeline_28,bisou997,iter,1,0.25
Adeline_28,bobo1000,iter,1,0.25
Adeline_28,maman1024,iter,1,0.25
Adeline_28,papa1026,iter,1,0.25
Adeline_28,papa1027,iter,1,0.25
Adeline_29,au revoir1468,iter,1,0.25
Adeline_29,au revoir1471,iter,1,0.25
Adeline_29,bisou998,iter,1,0.25
Adeline_29,chapeau1002,iter,1,0.25
Adeline_29,chapeau1005,iter,1,0.25
Adeline_29,chapeau1008,iter,1,0.25
Adeline_29,coucou1012,iter,1,0.25
Adeline_29,coucou1017,iter,1,0.25
Adeline_29,coucou1018,iter,1,0.25
Adeline_29,coucou1020,iter,1,0.25
Adeline_29,encore1327,iter,1,0.25
Adeline_29,encore1328,iter,1,0.25
Adeline_29,encore1331,iter,1,0.25
Adeline_29,encore1334,iter,1,0.25
Adeline_29,encore1336,iter,1,0.25
Adeline_29,encore1339,iter,1,0.25
Adeline_3,bisou994,iter,1,0.25
Adeline_3,bisou996,iter,1,0.25
Adeline_3,bobo1001,iter,1,0.25
Adeline_3,bobo999,iter,1,0.25
Adeline_30,bisou995,iter,1,0.25
Adeline_30,bisou998,iter,1,0.25
Adeline_30,chapeau1003,iter,1,0.25
Adeline_30,chapeau1004,iter,1,0.25
Adeline_30,chapeau1005,iter,1,0.25
Adeline_30,chapeau1006,iter,1,0.25
Adeline_30,coucou1011,iter,1,0.25
Adeline_30,coucou1012,iter,1,0.25
Adeline_30,coucou1014,iter,1,0.25
Adeline_30,dodo1021,iter,1,0.25
Adeline_30,encore1330,iter,1,0.25
Adeline_30,encore1331,iter,1,0.25
Adeline_30,encore1335,iter,1,0.25
Adeline_31,bisou995,iter,1,0.25
Adeline_31,bisou996,iter,1,0.25
Adeline_31,bobo1000,iter,1,0.25
Adeline_31,bobo999,iter,1,0.25
Adeline_31,chapeau1003,iter,1,0.25
Adeline_31,chapeau1005,iter,1,0.25
Adeline_31,chapeau1006,iter,1,0.25
Adeline_31,chapeau1008,iter,1,0.25
Adeline_31,coucou1015,iter,1,0.25
Adeline_31,dodo1021,iter,1,0.25
Adeline_31,encore1327,iter,1,0.25
Adeline_31,encore1330,iter,1,0.25
Adeline_31,encore1332,iter,1,0.25
Adeline_31,encore1333,iter,1,0.25
Adeline_31,encore1336,iter,1,0.25
Adeline_31,papa1026,iter,1,0.25
Adeline_31,papa1028,iter,1,0.25
Adeline_32,au revoir1469,iter,1,0.25
Adeline_32,au revoir1470,iter,1,0.25
Adeline_32,au revoir1471,iter,1,0.25
Adeline_32,au revoir1472,iter,1,0.25
Adeline_32,bisou996,iter,1,0.25
Adeline_32,bobo1001,iter,1,0.25
Adeline_32,chapeau1003,iter,1,0.25
Adeline_32,chapeau1006,iter,1,0.25
Adeline_32,coucou1011,iter,1,0.25
Adeline_32,coucou1020,iter,1,0.25
Adeline_32,encore1328,iter,1,0.25
Adeline_32,encore1332,iter,1,0.25
Adeline_32,encore1333,iter,1,0.25
Adeline_32,encore1336,iter,1,0.25
Adeline_32,encore1337,iter,1,0.25
Adeline_32,encore1338,iter,1,0.25
Adeline_32,papa1026,iter,1,0.25
Adeline_33,bisou994,iter,1,0.25
Adeline_33,bisou996,iter,1,0.25
Adeline_33,bobo1000,iter,1,0.25
Adeline_33,bobo1001,iter,1,0.25
Adeline_33,bobo999,iter,1,0.25
Adeline_33,chapeau1005,iter,1,0.25
Adeline_33,chapeau1008,iter,1,0.25
Adeline_33,coucou1013,iter,1,0.25
Adeline_33,coucou1014,iter,1,0.25
Adeline_33,coucou1016,iter,1,0.25
Adeline_33,coucou1019,iter,1,0.25
Adeline_33,encore1329,iter,1,0.25
Adeline_33,encore1330,iter,1,0.25
Adeline_33,encore1332,iter,1,0.25
Adeline_33,encore1335,iter,1,0.25
Adeline_33,encore1337,iter,1,0.25
Adeline_33,oiseau1025,iter,1,0.25
Adeline_34,au revoir1470,iter,1,0.25
Adeline_34,bisou995,iter,1,0.25
Adeline_34,bisou998,iter,1,0.25
Adeline_34,bobo999,iter,1,0.25
Adeline_34,chapeau1003,iter,1,0.25
Adeline_34,chapeau1004,iter,1,0.25
Adeline_34,chapeau1005,iter,1,0.25
Adeline_34,chapeau1010,iter,1,0.25
Adeline_34,coucou1014,iter,1,0.25
Adeline_34,coucou1015,iter,1,0.25
Adeline_34,encore1326,iter,1,0.25
Adeline_34,encore1333,iter,1,0.25
Adeline_34,encore1336,iter,1,0.25
Adeline_34,encore1337,iter,1,0.25
Adeline_34,encore1339,iter,1,0.25
Adeline_34,papa1027,iter,1,0.25
Adeline_35,bisou994,iter,1,0.25
Adeline_35,bisou995,iter,1,0.25
Adeline_35,bisou997,iter,1,0.25
Adeline_35,bisou998,iter,1,0.25
Adeline_35,bobo1000,iter,1,0.25
Adeline_35,chapeau1008,iter,1,0.25
Adeline_35,coucou1017,iter,1,0.25
Adeline_35,coucou1018,iter,1,0.25
Adeline_35,dodo1021,iter,1,0.25
Adeline_35,encore1326,iter,1,0.25
Adeline_35,encore1329,iter,1,0.25
Adeline_35,encore1330,iter,1,0.25
Adeline_35,encore1332,iter,1,0.25
Adeline_35,encore1333,iter,1,0.25
Adeline_35,encore1336,iter,1,0.25
Adeline_35,maman1023,iter,1,0.25
Adeline_35,papa1026,iter,1,0.25
Adeline_35,vachou1030,iter,1,0.25
Adeline_36,au revoir1474,iter,1,0.25
Adeline_36,bisou994,iter,1,0.25
Adeline_36,bisou995,iter,1,0.25
Adeline_36,bisou997,iter,1,0.25
Adeline_36,bisou998,iter,1,0.25
Adeline_36,chapeau1002,iter,1,0.25
Adeline_36,chapeau1004,iter,1,0.25
Adeline_36,chapeau1008,iter,1,0.25
Adeline_36,coucou1011,iter,1,0.25
Adeline_36,coucou1017,iter,1,0.25
Adeline_36,coucou1018,iter,1,0.25
Adeline_36,encore1330,iter,1,0.25
Adeline_36,encore1331,iter,1,0.25
Adeline_36,encore1332,iter,1,0.25
Adeline_36,papa1026,iter,1,0.25
Adeline_36,papa1027,iter,1,0.25
Adeline_36,papa1028,iter,1,0.25
Adeline_37,bisou994,iter,1,0.25
Adeline_37,bisou995,iter,1,0.25
Adeline_37,bisou996,iter,1,0.25
Adeline_37,chapeau1004,iter,1,0.25
Adeline_37,chapeau1007,iter,1,0.25
Adeline_37,chapeau1010,iter,1,0.25
Adeline_37,coucou1011,iter,1,0.25
Adeline_37,coucou1013,iter,1,0.25
Adeline_37,coucou1016,iter,1,0.25
Adeline_37,coucou1018,iter,1,0.25
Adeline_37,dodo1021,iter,1,0.25
Adeline_37,encore1330,iter,1,0.25
Adeline_37,encore1334,iter,1,0.25
Adeline_37,encore1338,iter,1,0.25
Adeline_37,maman1023,iter,1,0.25
Adeline_38,bisou994,iter,1,0.25
Adeline_38,bisou996,iter,1,0.25
Adeline_38,bisou997,iter,1,0.25
Adeline_38,chapeau1003,iter,1,0.25
Adeline_38,chapeau1005,iter,1,0.25
Adeline_38,chapeau1006,iter,1,0.25
Adeline_38,chapeau1007,iter,1,0.25
Adeline_38,coucou1012,iter,1,0.25
Adeline_38,coucou1018,iter,1,0.25
Adeline_38,dodo1021,iter,1,0.25
Adeline_38,encore1332,iter,1,0.25
Adeline_38,encore1335,iter,1,0.25
Adeline_38,encore1337,iter,1,0.25
Adeline_38,oiseau1025,iter,1,0.25
Adeline_38,papa1026,iter,1,0.25
Adeline_38,voiture1034,iter,1,0.25
Adeline_39,bisou998,iter,1,0.25
Adeline_39,chapeau1002,iter,1,0.25
Adeline_39,chapeau1005,iter,1,0.25
Adeline_39,chapeau1008,iter,1,0.25
Adeline_39,chapeau1009,iter,1,0.25
Adeline_39,chapeau1010,iter,1,0.25
Adeline_39,coucou1016,iter,1,0.25
Adeline_39,coucou1019,iter,1,0.25
Adeline_39,encore1326,iter,1,0.25
Adeline_39,encore1329,iter,1,0.25
Adeline_39,encore1336,iter,1,0.25
Adeline_39,encore1337,iter,1,0.25
Adeline_39,encore1338,iter,1,0.25
Adeline_39,papa1027,iter,1,0.25
Adeline_4,bisou995,iter,1,0.25
Adeline_4,bisou997,iter,1,0.25
Adeline_4,bobo1000,iter,1,0.25
Adeline_4,bobo1001,iter,1,0.25
Adeline_4,bobo999,iter,1,0.25
Adeline_4,chapeau1004,iter,1,0.25
Adeline_4,chapeau1005,iter,1,0.25
Adeline_4,chapeau1009,iter,1,0.25
Adeline_4,chapeau1010,iter,1,0.25
Adeline_4,coucou1011,iter,1,0.25
Adeline_4,coucou1015,iter,1,0.25
Adeline_4,coucou1017,iter,1,0.25
Adeline_4,encore1331,iter,1,0.25
Adeline_4,encore1332,iter,1,0.25
Adeline_4,encore1336,iter,1,0.25
Adeline_40,au revoir1473,iter,1,0.25
Adeline_40,au revoir1475,iter,1,0.25
Adeline_40,bobo1001,iter,1,0.25
Adeline_40,bobo999,iter,1,0.25
Adeline_40,chapeau1002,iter,1,0.25
Adeline_40,chapeau1004,iter,1,0.25
Adeline_40,coucou1012,iter,1,0.25
Adeline_40,coucou1015,iter,1,0.25
Adeline_40,coucou1017,iter,1,0.25
Adeline_40,coucou1018,iter,1,0.25
Adeline_40,dodo1021,iter,1,0.25
Adeline_40,encore1326,iter,1,0.25
Adeline_40,encore1327,iter,1,0.25
Adeline_40,encore1335,iter,1,0.25
Adeline_40,encore1338,iter,1,0.25
Adeline_40,papa1028,iter,1,0.25
Adeline_40,vachou1030,iter,1,0.25
Adeline_41,au revoir1469,iter,1,0.25
Adeline_41,au revoir1471,iter,1,0.25
Adeline_41,au revoir1472,iter,1,0.25
Adeline_41,au revoir1473,iter,1,0.25
Adeline_41,chapeau1006,iter,1,0.25
Adeline_41,chapeau1007,iter,1,0.25
Adeline_41,chapeau1008,iter,1,0.25
Adeline_41,coucou1012,iter,1,0.25
Adeline_41,coucou1016,iter,1,0.25
Adeline_41,coucou1017,iter,1,0.25
Adeline_41,coucou1018,iter,1,0.25
Adeline_41,coucou1019,iter,1,0.25
Adeline_41,encore1326,iter,1,0.25
Adeline_41,encore1329,iter,1,0.25
Adeline_41,encore1332,iter,1,0.25
Adeline_41,encore1334,iter,1,0.25
Adeline_41,encore1335,iter,1,0.25
Adeline_41,encore1336,iter,1,0.25
Adeline_41,encore1339,iter,1,0.25
Adeline_42,au revoir1471,iter,1,0.25
Adeline_42,au revoir1472,iter,1,0.25
Adeline_42,au revoir1475,iter,1,0.25
